stage_id,date,stage_number,sub_stage,place,country,lat,long,gnid,elev,distance_km,distance_crow_km,terrain,terrain_group,winner_name,winner_country,year,elev_change,elev_mean,winner_name_short,winner_label,start_mt,end_mt,mt_range,section_number,progress_end,progress_start,position
1977_18,1977-07-20,18,main,Rossignol Voiron,FR,45.36417,5.590556,na_wiki,279,199,94.160594,With mountain,Mountain,no winner,NA,1977,255,406.5,no winner,no winner,Alps,Other,Other,23,0.8214285714285714,0.7857142857142857,start
1977_18,1977-07-20,18,main,Saint-Étienne,FR,45.43389,4.39,2980291,534,199,94.160594,With mountain,Mountain,no winner,NA,1977,255,406.5,no winner,no winner,Alps,Other,Other,23,0.8214285714285714,0.7857142857142857,end
1977_19,1977-07-21,19,main,Saint-Trivier-sur-Moignans,FR,46.07233,4.89755,2976747,250,172,138.817515,Plain,Flat,Gerrie Knetemann ,NED,1977,-10,245,Knetemann ,Knetemann  (NED),Other,Other,Other,24,0.8571428571428571,0.8214285714285714,start
1977_19,1977-07-21,19,main,Dijon,FR,47.31667,5.01667,3021372,240,172,138.817515,Plain,Flat,Gerrie Knetemann ,NED,1977,-10,245,Knetemann ,Knetemann  (NED),Other,Other,Other,24,0.8571428571428571,0.8214285714285714,end
1977_20,1977-07-22,20,main,Dijon,FR,47.31667,5.01667,3021372,240,50,0,Individual time trial,Individual time trial,Bernard Thévenet ,FRA,1977,0,240,Thévenet ,Thévenet  (FRA),Other,Other,Other,25,0.8928571428571429,0.8571428571428571,start
1977_20,1977-07-22,20,main,Dijon,FR,47.31667,5.01667,3021372,240,50,0,Individual time trial,Individual time trial,Bernard Thévenet ,FRA,1977,0,240,Thévenet ,Thévenet  (FRA),Other,Other,Other,25,0.8928571428571429,0.8571428571428571,end
1977_21,1977-07-23,21,main,Montereau-Fault-Yonne,FR,48.38333,2.95,2992671,47,142,76.131017,Plain,Flat,Gerrie Knetemann ,NED,1977,83,88.5,Knetemann ,Knetemann  (NED),Other,Other,Other,26,0.9285714285714286,0.8928571428571429,start
1977_21,1977-07-23,21,main,Versailles,FR,48.80359,2.13424,2969679,130,142,76.131017,Plain,Flat,Gerrie Knetemann ,NED,1977,83,88.5,Knetemann ,Knetemann  (NED),Other,Other,Other,26,0.9285714285714286,0.8928571428571429,end
1977_22a,1977-07-24,22,a,Paris,FR,48.85341,2.3488,2988507,30,6,0,Individual time trial,Individual time trial,Dietrich Thurau ,FRG,1977,0,30,Thurau ,Thurau  (FRG),Other,Other,Other,27,0.9642857142857143,0.9285714285714286,start
1977_22a,1977-07-24,22,a,Paris,FR,48.85341,2.3488,2988507,30,6,0,Individual time trial,Individual time trial,Dietrich Thurau ,FRG,1977,0,30,Thurau ,Thurau  (FRG),Other,Other,Other,27,0.9642857142857143,0.9285714285714286,end
1977_22b,1977-07-24,22,b,Paris,FR,48.85341,2.3488,2988507,30,91,0,Plain,Flat,Alain Meslet ,FRA,1977,0,30,Meslet ,Meslet  (FRA),Other,Other,Other,28,1,0.9642857142857143,start
1977_22b,1977-07-24,22,b,Paris,FR,48.85341,2.3488,2988507,30,91,0,Plain,Flat,Alain Meslet ,FRA,1977,0,30,Meslet ,Meslet  (FRA),Other,Other,Other,28,1,0.9642857142857143,end
1978_P,1978-06-29,0,P,Leiden,NL,52.15833,4.49306,2751773,-1,5,0,Individual time trial,Individual time trial,Jan Raas ,NED,1978,0,-1,Raas ,Raas  (NED),Other,Other,Other,1,0.04,0,start
1978_P,1978-06-29,0,P,Leiden,NL,52.15833,4.49306,2751773,-1,5,0,Individual time trial,Individual time trial,Jan Raas ,NED,1978,0,-1,Raas ,Raas  (NED),Other,Other,Other,1,0.04,0,end
1978_1a,1978-06-30,1,a,Leiden,FR,52.15833,4.49306,2751773,-1,135,68.223818,Plain,Flat,Jan Raas ,NED,1978,9,3.5,Raas ,Raas  (NED),Other,Other,Other,2,0.08,0.04,start
1978_1a,1978-06-30,1,a,Sint Willebrord,NL,51.54833,4.58889,2747210,8,135,68.223818,Plain,Flat,Jan Raas ,NED,1978,9,3.5,Raas ,Raas  (NED),Other,Other,Other,2,0.08,0.04,end
1978_1b,1978-06-30,1,b,Sint Willebrord,NL,51.54833,4.58889,2747210,8,100,79.472438,Plain,Flat,Walter Planckaert ,BEL,1978,12,14,Planckaert ,Planckaert  (BEL),Other,Other,Other,3,0.12,0.08,start
1978_1b,1978-06-30,1,b,Brussels,BE,50.85045,4.34878,2800866,20,100,79.472438,Plain,Flat,Walter Planckaert ,BEL,1978,12,14,Planckaert ,Planckaert  (BEL),Other,Other,Other,3,0.12,0.08,end
1978_2,1978-07-01,2,main,Brussels,BE,50.85045,4.34878,2800866,20,199,78.828374,Plain,Flat,Jacques Esclassan ,FRA,1978,-4,18,Esclassan ,Esclassan  (FRA),Other,Other,Other,4,0.16,0.12,start
1978_2,1978-07-01,2,main,Saint-Amand-les-Eaux,FR,50.44718,3.43076,2981839,16,199,78.828374,Plain,Flat,Jacques Esclassan ,FRA,1978,-4,18,Esclassan ,Esclassan  (FRA),Other,Other,Other,4,0.16,0.12,end
1978_3,1978-07-02,3,main,Saint-Amand-les-Eaux,FR,50.44718,3.43076,2981839,16,244,197.693256,Plain,Flat,Klaus-Peter Thaler ,GER,1978,70,51,Thaler ,Thaler  (GER),Other,Other,Other,5,0.2,0.16,start
1978_3,1978-07-02,3,main,Saint-Germain-en-Laye,FR,48.9,2.08333,2979783,86,244,197.693256,Plain,Flat,Klaus-Peter Thaler ,GER,1978,70,51,Thaler ,Thaler  (GER),Other,Other,Other,5,0.2,0.16,end
1978_4,1978-07-03,4,main,Évreux,FR,49.02414,1.15082,3019265,117,153,111.502241,Team time trial,Team time trial,TI–Raleigh–McGregor,NA,1978,-91,71.5,TI–Raleigh–McGregor,TI–Raleigh–McGregor,Other,Other,Other,6,0.24,0.2,start
1978_4,1978-07-03,4,main,Caen,FR,49.18585,-0.35912,3029241,26,153,111.502241,Team time trial,Team time trial,TI–Raleigh–McGregor,NA,1978,-91,71.5,TI–Raleigh–McGregor,TI–Raleigh–McGregor,Other,Other,Other,6,0.24,0.2,end
1978_5,1978-07-04,5,main,Caen,FR,49.18585,-0.35912,3029241,26,244,191.216831,Plain,Flat,Freddy Maertens ,BEL,1978,14,33,Maertens ,Maertens  (BEL),Other,Other,Other,7,0.28,0.24,start
1978_5,1978-07-04,5,main,Mazé-Montgeoffroy,FR,47.469,-0.2764167,na_wiki,40,244,191.216831,Plain,Flat,Freddy Maertens ,BEL,1978,14,33,Maertens ,Maertens  (BEL),Other,Other,Other,7,0.28,0.24,end
1978_6,1978-07-05,6,main,Mazé-Montgeoffroy,FR,47.469,-0.2764167,na_wiki,40,162,108.908579,Plain,Flat,Sean Kelly ,IRE,1978,74,77,Kelly ,Kelly  (IRE),Other,Other,Other,8,0.32,0.28,start
1978_6,1978-07-05,6,main,Poitiers,FR,46.58333,0.33333,2986495,114,162,108.908579,Plain,Flat,Sean Kelly ,IRE,1978,74,77,Kelly ,Kelly  (IRE),Other,Other,Other,8,0.32,0.28,end
1978_7,1978-07-06,7,main,Poitiers,FR,46.58333,0.33333,2986495,114,242,206.607857,Plain,Flat,Freddy Maertens ,BEL,1978,-105,61.5,Maertens ,Maertens  (BEL),Other,Other,Other,9,0.36,0.32,start
1978_7,1978-07-06,7,main,Bordeaux,FR,44.84044,-0.5805,3031582,9,242,206.607857,Plain,Flat,Freddy Maertens ,BEL,1978,-105,61.5,Maertens ,Maertens  (BEL),Other,Other,Other,9,0.36,0.32,end
1978_8,1978-07-07,8,main,Saint-Émilion,FR,44.88333,-0.15,2980392,25,59,29.464094,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1978,-5,22.5,Hinault ,Hinault  (FRA),Other,Other,Other,10,0.4,0.36,start
1978_8,1978-07-07,8,main,Sainte-Foy-la-Grande,FR,44.83333,0.21667,2980589,20,59,29.464094,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1978,-5,22.5,Hinault ,Hinault  (FRA),Other,Other,Other,10,0.4,0.36,end
1978_9,1978-07-08,9,main,Bordeaux,FR,44.84044,-0.5805,3031582,9,233,170.275153,Plain,Flat,Miguel Maria Lasa ,ESP,1978,39,28.5,Lasa ,Lasa  (ESP),Other,Other,Other,11,0.44,0.4,start
1978_9,1978-07-08,9,main,Biarritz,FR,43.48012,-1.55558,3032797,48,233,170.275153,Plain,Flat,Miguel Maria Lasa ,ESP,1978,39,28.5,Lasa ,Lasa  (ESP),Other,Other,Other,11,0.44,0.4,end
1978_10,1978-07-10,10,main,Biarritz,FR,43.48012,-1.55558,3032797,48,192,98.244019,Hilly stage,Hilly,Henk Lubberding ,NED,1978,155,125.5,Lubberding ,Lubberding  (NED),Other,Other,Other,12,0.48,0.44,start
1978_10,1978-07-10,10,main,Pau,FR,43.3,-0.36667,2988358,203,192,98.244019,Hilly stage,Hilly,Henk Lubberding ,NED,1978,155,125.5,Lubberding ,Lubberding  (NED),Other,Other,Other,12,0.48,0.44,end
1978_11,1978-07-11,11,main,Pau,FR,43.3,-0.36667,2988358,203,161,77.757236,With mountain,Mountain,Mariano Martínez ,FRA,1978,836,621,Martínez ,Martínez  (FRA),Other,Pyrenees,Pyrenees,13,0.52,0.48,start
1978_11,1978-07-11,11,main,Saint-Lary-Soulan Pla d'Adet,FR,42.81611,0.322778,na_wiki,1039,161,77.757236,With mountain,Mountain,Mariano Martínez ,FRA,1978,836,621,Martínez ,Martínez  (FRA),Other,Pyrenees,Pyrenees,13,0.52,0.48,end
1978_12a,1978-07-12,12,a,Tarbes,FR,43.23333,0.08333,2973385,313,158,117.109193,Plain,Flat,Cancelled,NA,1978,-255,185.5,Cancelled,Cancelled,Other,Other,Other,14,0.56,0.52,start
1978_12a,1978-07-12,12,a,Valence d'Agen,FR,44.10823,0.89101,2971054,58,158,117.109193,Plain,Flat,Cancelled,NA,1978,-255,185.5,Cancelled,Cancelled,Other,Other,Other,14,0.56,0.52,end
1978_12b,1978-07-12,12,b,Valence d'Agen,FR,44.10823,0.89101,2971054,58,96,71.521657,Plain,Flat,Jacques Esclassan ,FRA,1978,88,102,Esclassan ,Esclassan  (FRA),Other,Other,Other,15,0.6,0.56,start
1978_12b,1978-07-12,12,b,Toulouse,FR,43.60426,1.44367,2972315,146,96,71.521657,Plain,Flat,Jacques Esclassan ,FRA,1978,88,102,Esclassan ,Esclassan  (FRA),Other,Other,Other,15,0.6,0.56,end
1978_13,1978-07-13,13,main,Figeac,FR,44.6,2.03333,3018506,329,221,120.257973,Hilly stage,Hilly,Paul Wellens ,BEL,1978,966,812,Wellens ,Wellens  (BEL),Other,Massif Central,Massif Central,16,0.64,0.6,start
1978_13,1978-07-13,13,main,Super Besse,FR,45.50788,2.86215,10238048,1295,221,120.257973,Hilly stage,Hilly,Paul Wellens ,BEL,1978,966,812,Wellens ,Wellens  (BEL),Other,Massif Central,Massif Central,16,0.64,0.6,end
1978_14,1978-07-14,14,main,Besse-en-Chandesse,FR,45.51667,2.93333,3033074,1041,52,28.581453,Individual time trial,Individual time trial,Joop Zoetemelk ,NED,1978,63,1072.5,Zoetemelk ,Zoetemelk  (NED),Massif Central,Massif Central,Massif Central,17,0.68,0.64,start
1978_14,1978-07-14,14,main,Puy de Dôme,FR,45.77252,2.96408,3021215,1104,52,28.581453,Individual time trial,Individual time trial,Joop Zoetemelk ,NED,1978,63,1072.5,Zoetemelk ,Zoetemelk  (NED),Massif Central,Massif Central,Massif Central,17,0.68,0.64,end
1978_15,1978-07-15,15,main,Saint-Dier-d'Auvergne,FR,45.67757,3.48243,2980825,454,196,75.764843,Hilly stage,Hilly,Bernard Hinault ,FRA,1978,80,494,Hinault ,Hinault  (FRA),Other,Other,Other,18,0.72,0.68,start
1978_15,1978-07-15,15,main,Saint-Étienne,FR,45.43389,4.39,2980291,534,196,75.764843,Hilly stage,Hilly,Bernard Hinault ,FRA,1978,80,494,Hinault ,Hinault  (FRA),Other,Other,Other,18,0.72,0.68,end
1978_16,1978-07-16,16,main,St-Étienne,FR,45.43389,4.39,2980291,534,241,138.278251,With mountain,Mountain,Hennie Kuiper ,NED,1978,1340,1204,Kuiper ,Kuiper  (NED),Other,Alps,Alps,19,0.76,0.72,start
1978_16,1978-07-16,16,main,Alpe d'Huez,FR,45.088,6.085,6694609,1874,241,138.278251,With mountain,Mountain,Hennie Kuiper ,NED,1978,1340,1204,Kuiper ,Kuiper  (NED),Other,Alps,Alps,19,0.76,0.72,end
1978_17,1978-07-18,17,main,Grenoble,FR,45.17155,5.72239,3014728,215,225,136.013044,With mountain,Mountain,Christian Seznec ,FRA,1978,792,611,Seznec ,Seznec  (FRA),Alps,Alps,Alps,20,0.8,0.76,start
1978_17,1978-07-18,17,main,Morzine,FR,46.18149,6.70664,2991630,1007,225,136.013044,With mountain,Mountain,Christian Seznec ,FRA,1978,792,611,Seznec ,Seznec  (FRA),Alps,Alps,Alps,20,0.8,0.76,end
1978_18,1978-07-19,18,main,Morzine,FR,46.18149,6.70664,2991630,1007,137,37.667031,Plain,Flat,Gerrie Knetemann ,NED,1978,-578,718,Knetemann ,Knetemann  (NED),Alps,Alps,Alps,21,0.84,0.8,start
1978_18,1978-07-19,18,main,Lausanne,FR,46.516,6.63282,2659994,429,137,37.667031,Plain,Flat,Gerrie Knetemann ,NED,1978,-578,718,Knetemann ,Knetemann  (NED),Alps,Alps,Alps,21,0.84,0.8,end
1978_19,1978-07-20,19,main,Lausanne,FR,46.516,6.63282,2659994,429,182,126.114275,Plain,Flat,Marc Demeyer ,BEL,1978,-68,395,Demeyer ,Demeyer  (BEL),Alps,Other,Alps,22,0.88,0.84,start
1978_19,1978-07-20,19,main,Belfort,FR,47.63883,6.85419,3033791,361,182,126.114275,Plain,Flat,Marc Demeyer ,BEL,1978,-68,395,Demeyer ,Demeyer  (BEL),Alps,Other,Alps,22,0.88,0.84,end
1978_20,1978-07-21,20,main,Metz,FR,49.11911,6.17269,2994160,172,72,48.401138,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1978,27,185.5,Hinault ,Hinault  (FRA),Other,Other,Other,23,0.92,0.88,start
1978_20,1978-07-21,20,main,Nancy,FR,48.68439,6.18496,2990999,199,72,48.401138,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1978,27,185.5,Hinault ,Hinault  (FRA),Other,Other,Other,23,0.92,0.88,end
1978_21,1978-07-22,21,main,Epernay,FR,49.05,3.95,3020062,74,207,100.949205,Plain,Flat,Jan Raas ,NED,1978,-15,66.5,Raas ,Raas  (NED),Other,Other,Other,24,0.96,0.92,start
1978_21,1978-07-22,21,main,Senlis,FR,49.2,2.58333,2975088,59,207,100.949205,Plain,Flat,Jan Raas ,NED,1978,-15,66.5,Raas ,Raas  (NED),Other,Other,Other,24,0.96,0.92,end
1978_22,1978-07-23,22,main,Saint Germain en Laye,FR,48.9,2.08333,2979783,86,162,20.115869,Plain,Flat,Gerrie Knetemann ,NED,1978,-56,58,Knetemann ,Knetemann  (NED),Other,Other,Other,25,1,0.96,start
1978_22,1978-07-23,22,main,Paris,FR,48.85341,2.3488,2988507,30,162,20.115869,Plain,Flat,Gerrie Knetemann ,NED,1978,-56,58,Knetemann ,Knetemann  (NED),Other,Other,Other,25,1,0.96,end
1979_P,1979-06-27,0,P,Fleurance,FR,43.84824,0.66302,3018323,89,5,0,Individual time trial,Individual time trial,Gerrie Knetemann ,NED,1979,0,89,Knetemann ,Knetemann  (NED),Other,Other,Other,1,0.04,0,start
1979_P,1979-06-27,0,P,Fleurance,FR,43.84824,0.66302,3018323,89,5,0,Individual time trial,Individual time trial,Gerrie Knetemann ,NED,1979,0,89,Knetemann ,Knetemann  (NED),Other,Other,Other,1,0.04,0,end
1979_1,1979-06-28,1,main,Fleurance,FR,43.84824,0.66302,3018323,89,225,117.850714,With mountain,Mountain,René Bittinger ,FRA,1979,544,361,Bittinger ,Bittinger  (FRA),Other,Pyrenees,Pyrenees,2,0.08,0.04,start
1979_1,1979-06-28,1,main,Luchon,FR,42.79079,0.59315,3035416,633,225,117.850714,With mountain,Mountain,René Bittinger ,FRA,1979,544,361,Bittinger ,Bittinger  (FRA),Other,Pyrenees,Pyrenees,2,0.08,0.04,end
1979_2,1979-06-29,2,main,Luchon,FR,42.79079,0.59315,3035416,633,24,2.833418,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1979,695,980.5,Hinault ,Hinault  (FRA),Pyrenees,Pyrenees,Pyrenees,3,0.12,0.08,start
1979_2,1979-06-29,2,main,Superbagnères,FR,42.76808,0.57749,2973695,1328,24,2.833418,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1979,695,980.5,Hinault ,Hinault  (FRA),Pyrenees,Pyrenees,Pyrenees,3,0.12,0.08,end
1979_3,1979-06-30,3,main,Luchon,FR,42.79079,0.59315,3035416,633,180,96.48957,With mountain,Mountain,Bernard Hinault ,FRA,1979,-430,418,Hinault ,Hinault  (FRA),Pyrenees,Other,Pyrenees,4,0.16,0.12,start
1979_3,1979-06-30,3,main,Pau,FR,43.3,-0.36667,2988358,203,180,96.48957,With mountain,Mountain,Bernard Hinault ,FRA,1979,-430,418,Hinault ,Hinault  (FRA),Pyrenees,Other,Pyrenees,4,0.16,0.12,end
1979_4,1979-07-01,4,main,Captieux,FR,44.29167,-0.26,6448441,97,87,66.165833,Team time trial,Team time trial,TI–Raleigh–McGregor,NA,1979,-88,53,TI–Raleigh–McGregor,TI–Raleigh–McGregor,Other,Other,Other,5,0.2,0.16,start
1979_4,1979-07-01,4,main,Bordeaux,FR,44.84044,-0.5805,3031582,9,87,66.165833,Team time trial,Team time trial,TI–Raleigh–McGregor,NA,1979,-88,53,TI–Raleigh–McGregor,TI–Raleigh–McGregor,Other,Other,Other,5,0.2,0.16,end
1979_5,1979-07-02,5,main,Neuville-de-Poitou,FR,46.68333,0.25,2990546,121,145,106.771764,Plain,Flat,Jan Raas ,NED,1979,-82,80,Raas ,Raas  (NED),Other,Other,Other,6,0.24,0.2,start
1979_5,1979-07-02,5,main,Angers,FR,47.47381,-0.54774,3037656,39,145,106.771764,Plain,Flat,Jan Raas ,NED,1979,-82,80,Raas ,Raas  (NED),Other,Other,Other,6,0.24,0.2,end
1979_6,1979-07-03,6,main,Angers,FR,47.47381,-0.54774,3037656,39,239,201.985093,Plain,Flat,Jos Jacobs ,BEL,1979,46,62,Jacobs ,Jacobs  (BEL),Other,Other,Other,7,0.28,0.24,start
1979_6,1979-07-03,6,main,Saint-Brieuc,FR,48.51513,-2.76838,2981280,85,239,201.985093,Plain,Flat,Jos Jacobs ,BEL,1979,46,62,Jacobs ,Jacobs  (BEL),Other,Other,Other,7,0.28,0.24,end
1979_7,1979-07-04,7,main,Saint-Hilaire-du-Harcouët,FR,48.577,-1.09004,2979531,75,158,121.34673,Plain,Flat,Leo van Vliet ,NED,1979,-67,41.5,Vliet ,Vliet  (NED),Other,Other,Other,8,0.32,0.28,start
1979_7,1979-07-04,7,main,Deauville,FR,49.357,0.06995,3021668,8,158,121.34673,Plain,Flat,Leo van Vliet ,NED,1979,-67,41.5,Vliet ,Vliet  (NED),Other,Other,Other,8,0.32,0.28,end
1979_8,1979-07-05,8,main,Deauville,FR,49.357,0.06995,3021668,8,90,15.471479,Team time trial,Team time trial,TI–Raleigh–McGregor,NA,1979,-3,6.5,TI–Raleigh–McGregor,TI–Raleigh–McGregor,Other,Other,Other,9,0.36,0.32,start
1979_8,1979-07-05,8,main,Le Havre,FR,49.4938,0.10767,3003796,5,90,15.471479,Team time trial,Team time trial,TI–Raleigh–McGregor,NA,1979,-3,6.5,TI–Raleigh–McGregor,TI–Raleigh–McGregor,Other,Other,Other,9,0.36,0.32,end
1979_9,1979-07-06,9,main,Amiens,FR,49.9,2.3,3037854,25,201,108.092126,Plain,Flat,Ludo Delcroix ,BEL,1979,7,28.5,Delcroix ,Delcroix  (BEL),Other,Other,Other,10,0.4,0.36,start
1979_9,1979-07-06,9,main,Roubaix,FR,50.69421,3.17456,2982681,32,201,108.092126,Plain,Flat,Ludo Delcroix ,BEL,1979,7,28.5,Delcroix ,Delcroix  (BEL),Other,Other,Other,10,0.4,0.36,end
1979_10,1979-07-07,10,main,Roubaix,FR,50.69421,3.17456,2982681,32,124,84.472625,Plain,Flat,Jo Maas ,NED,1979,-12,26,Maas ,Maas  (NED),Other,Other,Other,11,0.44,0.4,start
1979_10,1979-07-07,10,main,Brussels,BE,50.85045,4.34878,2800866,20,124,84.472625,Plain,Flat,Jo Maas ,NED,1979,-12,26,Maas ,Maas  (NED),Other,Other,Other,11,0.44,0.4,end
1979_11,1979-07-08,11,main,Brussels,BE,50.85045,4.34878,2800866,20,33,0,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1979,0,20,Hinault ,Hinault  (FRA),Other,Other,Other,12,0.48,0.44,start
1979_11,1979-07-08,11,main,Brussels,BE,50.85045,4.34878,2800866,20,33,0,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1979,0,20,Hinault ,Hinault  (FRA),Other,Other,Other,12,0.48,0.44,end
1979_12,1979-07-09,12,main,Rochefort,BE,50.1631,5.2216,2787948,196,193,134.930496,Plain,Flat,Christian Seznec ,FRA,1979,-24,184,Seznec ,Seznec  (FRA),Other,Other,Other,13,0.52,0.48,start
1979_12,1979-07-09,12,main,Metz,FR,49.11911,6.17269,2994160,172,193,134.930496,Plain,Flat,Christian Seznec ,FRA,1979,-24,184,Seznec ,Seznec  (FRA),Other,Other,Other,13,0.52,0.48,end
1979_13,1979-07-10,13,main,Metz,FR,49.11911,6.17269,2994160,172,202,152.598472,Hilly stage,Hilly,Pierre-Raymond Villemiane ,FRA,1979,789,566.5,Villemiane ,Villemiane  (FRA),Other,Other,Other,14,0.56,0.52,start
1979_13,1979-07-10,13,main,Ballon d'Alsace,FR,47.823,6.846,3038031,961,202,152.598472,Hilly stage,Hilly,Pierre-Raymond Villemiane ,FRA,1979,789,566.5,Villemiane ,Villemiane  (FRA),Other,Other,Other,14,0.56,0.52,end
1979_14,1979-07-11,14,main,Belfort,FR,47.63883,6.85419,3033791,361,248,139.255964,Plain,Flat,Marc Demeyer ,BEL,1979,9,365.5,Demeyer ,Demeyer  (BEL),Other,Alps,Alps,15,0.6,0.56,start
1979_14,1979-07-11,14,main,Évian-les-Bains,FR,46.40111,6.58793,3019280,370,248,139.255964,Plain,Flat,Marc Demeyer ,BEL,1979,9,365.5,Demeyer ,Demeyer  (BEL),Other,Alps,Alps,15,0.6,0.56,end
1979_15,1979-07-12,15,main,Évian-les-Bains,FR,46.40111,6.58793,3019280,370,54,26.428652,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1979,739,739.5,Hinault ,Hinault  (FRA),Alps,Alps,Alps,16,0.64,0.6,start
1979_15,1979-07-12,15,main,Morzine Avoriaz,FR,46.1789,6.7089,na_wiki,1109,54,26.428652,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1979,739,739.5,Hinault ,Hinault  (FRA),Alps,Alps,Alps,16,0.64,0.6,end
1979_16,1979-07-13,16,main,Morzine Avoriaz,FR,46.1789,6.7089,na_wiki,1109,201,96.210947,With mountain,Mountain,Lucien Van Impe ,BEL,1979,860,1539,Impe ,Impe  (BEL),Alps,Alps,Alps,17,0.68,0.64,start
1979_16,1979-07-13,16,main,Les Menuires,FR,45.32293,6.53757,6545037,1969,201,96.210947,With mountain,Mountain,Lucien Van Impe ,BEL,1979,860,1539,Impe ,Impe  (BEL),Alps,Alps,Alps,17,0.68,0.64,end
1979_17,1979-07-15,17,main,Les Menuires,FR,45.32293,6.53757,6545037,1969,167,44.089627,With mountain,Mountain,Joaquim Agostinho ,POR,1979,-95,1921.5,Agostinho ,Agostinho  (POR),Alps,Alps,Alps,18,0.72,0.68,start
1979_17,1979-07-15,17,main,Alpe d'Huez,FR,45.088,6.085,6694609,1874,167,44.089627,With mountain,Mountain,Joaquim Agostinho ,POR,1979,-95,1921.5,Agostinho ,Agostinho  (POR),Alps,Alps,Alps,18,0.72,0.68,end
1979_18,1979-07-16,18,main,Alpe d'Huez,FR,45.088,6.085,6694609,1874,119,0,With mountain,Mountain,Joop Zoetemelk ,NED,1979,0,1874,Zoetemelk ,Zoetemelk  (NED),Alps,Alps,Alps,19,0.76,0.72,start
1979_18,1979-07-16,18,main,Alpe d'Huez,FR,45.088,6.085,6694609,1874,119,0,With mountain,Mountain,Joop Zoetemelk ,NED,1979,0,1874,Zoetemelk ,Zoetemelk  (NED),Alps,Alps,Alps,19,0.76,0.72,end
1979_19,1979-07-17,19,main,Alpe d'Huez,FR,45.088,6.085,6694609,1874,162,112.292597,Plain,Flat,Dietrich Thurau ,GER,1979,-1650,1049,Thurau ,Thurau  (GER),Alps,Other,Alps,20,0.8,0.76,start
1979_19,1979-07-17,19,main,Saint-Priest,FR,45.69613,4.93891,2977356,224,162,112.292597,Plain,Flat,Dietrich Thurau ,GER,1979,-1650,1049,Thurau ,Thurau  (GER),Alps,Other,Alps,20,0.8,0.76,end
1979_20,1979-07-18,20,main,Saint-Priest,FR,45.69613,4.93891,2977356,224,240,180.496014,Plain,Flat,Serge Parsani ,ITA,1979,16,232,Parsani ,Parsani  (ITA),Other,Other,Other,21,0.84,0.8,start
1979_20,1979-07-18,20,main,Dijon,FR,47.31667,5.01667,3021372,240,240,180.496014,Plain,Flat,Serge Parsani ,ITA,1979,16,232,Parsani ,Parsani  (ITA),Other,Other,Other,21,0.84,0.8,end
1979_21,1979-07-19,21,main,Dijon,FR,47.31667,5.01667,3021372,240,49,0,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1979,0,240,Hinault ,Hinault  (FRA),Other,Other,Other,22,0.88,0.84,start
1979_21,1979-07-19,21,main,Dijon,FR,47.31667,5.01667,3021372,240,49,0,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1979,0,240,Hinault ,Hinault  (FRA),Other,Other,Other,22,0.88,0.84,end
1979_22,1979-07-20,22,main,Dijon,FR,47.31667,5.01667,3021372,240,189,121.222932,Plain,Flat,Gerrie Knetemann ,NED,1979,-140,170,Knetemann ,Knetemann  (NED),Other,Other,Other,23,0.92,0.88,start
1979_22,1979-07-20,22,main,Auxerre,FR,47.7996,3.57033,3035843,100,189,121.222932,Plain,Flat,Gerrie Knetemann ,NED,1979,-140,170,Knetemann ,Knetemann  (NED),Other,Other,Other,23,0.92,0.88,end
1979_23,1979-07-21,23,main,Auxerre,FR,47.7996,3.57033,3035843,100,205,140.415552,Plain,Flat,Bernard Hinault ,FRA,1979,-60,70,Hinault ,Hinault  (FRA),Other,Other,Other,24,0.96,0.92,start
1979_23,1979-07-21,23,main,Nogent-sur-Marne,FR,48.83333,2.48333,2990265,40,205,140.415552,Plain,Flat,Bernard Hinault ,FRA,1979,-60,70,Hinault ,Hinault  (FRA),Other,Other,Other,24,0.96,0.92,end
1979_24,1979-07-22,24,main,Le Perreux-sur-Marne,FR,48.85,2.5,3002965,40,180,11.081805,Plain,Flat,Bernard Hinault ,FRA,1979,-10,35,Hinault ,Hinault  (FRA),Other,Other,Other,25,1,0.96,start
1979_24,1979-07-22,24,main,Paris,FR,48.85341,2.3488,2988507,30,180,11.081805,Plain,Flat,Bernard Hinault ,FRA,1979,-10,35,Hinault ,Hinault  (FRA),Other,Other,Other,25,1,0.96,end
1980_P,1980-06-26,0,P,Frankfurt,DE,50.11552,8.68417,2925533,113,8,0,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1980,0,113,Hinault ,Hinault  (FRA),Other,Other,Other,1,0.04,0,start
1980_P,1980-06-26,0,P,Frankfurt,DE,50.11552,8.68417,2925533,113,8,0,Individual time trial,Individual time trial,Bernard Hinault ,FRA,1980,0,113,Hinault ,Hinault  (FRA),Other,Other,Other,1,0.04,0,end
