stage_id,date,stage_number,sub_stage,place,country,lat,long,gnid,elev,distance_km,distance_crow_km,terrain,terrain_group,winner_name,winner_country,year,elev_change,elev_mean,winner_name_short,winner_label,start_mt,end_mt,mt_range,section_number,progress_end,progress_start,position
1937_16,1937-07-21,16,main,Bordeaux,FR,44.84044,-0.5805,3031582,9,235,172.331541,Plain,Flat,Paul Chocque ,FRA,1937,-194,106,Chocque ,Chocque  (FRA),Other,Other,Other,23,0.7419354838709677,0.7096774193548387,end
1937_17a,1937-07-22,17,a,Bordeaux,FR,44.84044,-0.5805,3031582,9,123,94.47884,Plain,Flat,Erich Bautz ,GER,1937,-2,8,Bautz ,Bautz  (GER),Other,Other,Other,24,0.7741935483870968,0.7419354838709677,start
1937_17a,1937-07-22,17,a,Royan,FR,45.62846,-1.0281,2982343,7,123,94.47884,Plain,Flat,Erich Bautz ,GER,1937,-2,8,Bautz ,Bautz  (GER),Other,Other,Other,24,0.7741935483870968,0.7419354838709677,end
1937_17b,1937-07-22,17,b,Royan,FR,45.62846,-1.0281,2982343,7,37,33.547429,Plain,Flat,Adolph Braeckeveldt ,BEL,1937,1,7.5,Braeckeveldt ,Braeckeveldt  (BEL),Other,Other,Other,25,0.8064516129032258,0.7741935483870968,start
1937_17b,1937-07-22,17,b,Saintes,FR,45.75,-0.63333,2980340,8,37,33.547429,Plain,Flat,Adolph Braeckeveldt ,BEL,1937,1,7.5,Braeckeveldt ,Braeckeveldt  (BEL),Other,Other,Other,25,0.8064516129032258,0.7741935483870968,end
1937_17c,1937-07-22,17,c,Saintes,FR,45.75,-0.63333,2980340,8,67,61.237946,Plain,Flat,Roger Lapébie ,FRA,1937,7,11.5,Lapébie ,Lapébie  (FRA),Other,Other,Other,26,0.8387096774193549,0.8064516129032258,start
1937_17c,1937-07-22,17,c,La Rochelle,FR,46.16667,-1.15,3006787,15,67,61.237946,Plain,Flat,Roger Lapébie ,FRA,1937,7,11.5,Lapébie ,Lapébie  (FRA),Other,Other,Other,26,0.8387096774193549,0.8064516129032258,end
1937_18a,1937-07-23,18,a,La Rochelle,FR,46.16667,-1.15,3006787,15,82,59.756154,Team time trial,Team time trial,Roger Lapébie ,FRA,1937,41,35.5,Lapébie ,Lapébie  (FRA),Other,Other,Other,27,0.8709677419354839,0.8387096774193549,start
1937_18a,1937-07-23,18,a,La Roche-sur-Yon,FR,46.66667,-1.43333,3006767,56,82,59.756154,Team time trial,Team time trial,Roger Lapébie ,FRA,1937,41,35.5,Lapébie ,Lapébie  (FRA),Other,Other,Other,27,0.8709677419354839,0.8387096774193549,end
1937_18b,1937-07-23,18,b,La Roche-sur-Yon,FR,46.66667,-1.43333,3006767,56,172,161.912543,Plain,Flat,Paul Chocque ,FRA,1937,-29,41.5,Chocque ,Chocque  (FRA),Other,Other,Other,28,0.9032258064516129,0.8709677419354839,start
1937_18b,1937-07-23,18,b,Rennes,FR,48.11198,-1.67429,2983990,27,172,161.912543,Plain,Flat,Paul Chocque ,FRA,1937,-29,41.5,Chocque ,Chocque  (FRA),Other,Other,Other,28,0.9032258064516129,0.8709677419354839,end
1937_19a,1937-07-24,19,a,Rennes,FR,48.11198,-1.67429,2983990,27,114,99.274849,Plain,Flat,Raymond Passat ,FRA,1937,205,129.5,Passat ,Passat  (FRA),Other,Other,Other,29,0.9354838709677419,0.9032258064516129,start
1937_19a,1937-07-24,19,a,Vire,FR,48.83333,-0.88333,2967972,232,114,99.274849,Plain,Flat,Raymond Passat ,FRA,1937,205,129.5,Passat ,Passat  (FRA),Other,Other,Other,29,0.9354838709677419,0.9032258064516129,end
1937_19b,1937-07-24,19,b,Vire,FR,48.83333,-0.88333,2967972,232,59,54.818314,Individual time trial,Individual time trial,Leo Amberg ,SUI,1937,-206,129,Amberg ,Amberg  (SUI),Other,Other,Other,30,0.967741935483871,0.9354838709677419,start
1937_19b,1937-07-24,19,b,Caen,FR,49.18585,-0.35912,3029241,26,59,54.818314,Individual time trial,Individual time trial,Leo Amberg ,SUI,1937,-206,129,Amberg ,Amberg  (SUI),Other,Other,Other,30,0.967741935483871,0.9354838709677419,end
1937_20,1937-07-25,20,main,Caen,FR,49.18585,-0.35912,3029241,26,234,201.109652,Plain,Flat,Edward Vissers ,BEL,1937,4,28,Vissers ,Vissers  (BEL),Other,Other,Other,31,1,0.967741935483871,start
1937_20,1937-07-25,20,main,Paris,FR,48.85341,2.3488,2988507,30,234,201.109652,Plain,Flat,Edward Vissers ,BEL,1937,4,28,Vissers ,Vissers  (BEL),Other,Other,Other,31,1,0.967741935483871,end
1938_1,1938-07-05,1,main,Paris,FR,48.85341,2.3488,2988507,30,215,201.109652,Plain,Flat,Willi Oberbeck ,GER,1938,-4,28,Oberbeck ,Oberbeck  (GER),Other,Other,Other,1,0.034482758620689655,0,start
1938_1,1938-07-05,1,main,Caen,FR,49.18585,-0.35912,3029241,26,215,201.109652,Plain,Flat,Willi Oberbeck ,GER,1938,-4,28,Oberbeck ,Oberbeck  (GER),Other,Other,Other,1,0.034482758620689655,0,end
1938_2,1938-07-06,2,main,Caen,FR,49.18585,-0.35912,3029241,26,237,191.614052,Plain,Flat,Jean Majerus ,LUX,1938,59,55.5,Majerus ,Majerus  (LUX),Other,Other,Other,2,0.06896551724137931,0.034482758620689655,start
1938_2,1938-07-06,2,main,Saint-Brieuc,FR,48.51513,-2.76838,2981280,85,237,191.614052,Plain,Flat,Jean Majerus ,LUX,1938,59,55.5,Majerus ,Majerus  (LUX),Other,Other,Other,2,0.06896551724137931,0.034482758620689655,end
1938_3,1938-07-07,3,main,Saint-Brieuc,FR,48.51513,-2.76838,2981280,85,238,170.604389,Plain,Flat,Gerrit Schulte ,NED,1938,-69,50.5,Schulte ,Schulte  (NED),Other,Other,Other,3,0.10344827586206896,0.06896551724137931,start
1938_3,1938-07-07,3,main,Nantes,FR,47.21725,-1.55336,2990969,16,238,170.604389,Plain,Flat,Gerrit Schulte ,NED,1938,-69,50.5,Schulte ,Schulte  (NED),Other,Other,Other,3,0.10344827586206896,0.06896551724137931,end
1938_4a,1938-07-08,4,a,Nantes,FR,47.21725,-1.55336,2990969,16,62,61.965449,Plain,Flat,Éloi Meulenberg ,BEL,1938,40,36,Éloi Meulenberg ,Éloi Meulenberg  (BEL),Other,Other,Other,4,0.13793103448275862,0.10344827586206896,start
1938_4a,1938-07-08,4,a,La Roche-sur-Yon,FR,46.66667,-1.43333,3006767,56,62,61.965449,Plain,Flat,Éloi Meulenberg ,BEL,1938,40,36,Éloi Meulenberg ,Éloi Meulenberg  (BEL),Other,Other,Other,4,0.13793103448275862,0.10344827586206896,end
1938_4b,1938-07-08,4,b,La Roche-sur-Yon,FR,46.66667,-1.43333,3006767,56,83,59.756154,Plain,Flat,Éloi Meulenberg ,BEL,1938,-41,35.5,Éloi Meulenberg ,Éloi Meulenberg  (BEL),Other,Other,Other,5,0.1724137931034483,0.13793103448275862,start
1938_4b,1938-07-08,4,b,La Rochelle,FR,46.16667,-1.15,3006787,15,83,59.756154,Plain,Flat,Éloi Meulenberg ,BEL,1938,-41,35.5,Éloi Meulenberg ,Éloi Meulenberg  (BEL),Other,Other,Other,5,0.1724137931034483,0.13793103448275862,end
1938_4c,1938-07-08,4,c,La Rochelle,FR,46.16667,-1.15,3006787,15,83,60.652968,Plain,Flat,Félicien Vervaecke ,BEL,1938,-8,11,Vervaecke ,Vervaecke  (BEL),Other,Other,Other,6,0.20689655172413793,0.1724137931034483,start
1938_4c,1938-07-08,4,c,Royan,FR,45.62846,-1.0281,2982343,7,83,60.652968,Plain,Flat,Félicien Vervaecke ,BEL,1938,-8,11,Vervaecke ,Vervaecke  (BEL),Other,Other,Other,6,0.20689655172413793,0.1724137931034483,end
1938_5,1938-07-10,5,main,Royan,FR,45.62846,-1.0281,2982343,7,198,94.47884,Plain,Flat,Éloi Meulenberg ,BEL,1938,2,8,Éloi Meulenberg ,Éloi Meulenberg  (BEL),Other,Other,Other,7,0.2413793103448276,0.20689655172413793,start
1938_5,1938-07-10,5,main,Bordeaux,FR,44.84044,-0.5805,3031582,9,198,94.47884,Plain,Flat,Éloi Meulenberg ,BEL,1938,2,8,Éloi Meulenberg ,Éloi Meulenberg  (BEL),Other,Other,Other,7,0.2413793103448276,0.20689655172413793,end
1938_6a,1938-07-11,6,a,Bordeaux,FR,44.84044,-0.5805,3031582,9,53,50.96336,Plain,Flat,Jules Rossi ,ITA,1938,6,12,Rossi ,Rossi  (ITA),Other,Other,Other,8,0.27586206896551724,0.2413793103448276,start
1938_6a,1938-07-11,6,a,Arcachon,FR,44.65,-1.16667,3037253,15,53,50.96336,Plain,Flat,Jules Rossi ,ITA,1938,6,12,Rossi ,Rossi  (ITA),Other,Other,Other,8,0.27586206896551724,0.2413793103448276,end
1938_6b,1938-07-11,6,b,Arcachon,FR,44.65,-1.16667,3037253,15,171,132.31959,Plain,Flat,Glauco Servadei ,ITA,1938,-9,10.5,Servadei ,Servadei  (ITA),Other,Other,Other,9,0.3103448275862069,0.27586206896551724,start
1938_6b,1938-07-11,6,b,Bayonne,FR,43.48333,-1.48333,3034475,6,171,132.31959,Plain,Flat,Glauco Servadei ,ITA,1938,-9,10.5,Servadei ,Servadei  (ITA),Other,Other,Other,9,0.3103448275862069,0.27586206896551724,end
1938_7,1938-07-12,7,main,Bayonne,FR,43.48333,-1.48333,3034475,6,115,92.605949,Plain,Flat,Theo Middelkamp ,NED,1938,197,104.5,Middelkamp ,Middelkamp  (NED),Other,Other,Other,10,0.3448275862068966,0.3103448275862069,start
1938_7,1938-07-12,7,main,Pau,FR,43.3,-0.36667,2988358,203,115,92.605949,Plain,Flat,Theo Middelkamp ,NED,1938,197,104.5,Middelkamp ,Middelkamp  (NED),Other,Other,Other,10,0.3448275862068966,0.3103448275862069,end
1938_8,1938-07-14,8,main,Pau,FR,43.3,-0.36667,2988358,203,193,96.48957,With mountain,Mountain,Félicien Vervaecke ,BEL,1938,430,418,Vervaecke ,Vervaecke  (BEL),Other,Pyrenees,Pyrenees,11,0.3793103448275862,0.3448275862068966,start
1938_8,1938-07-14,8,main,Luchon,FR,42.79079,0.59315,3035416,633,193,96.48957,With mountain,Mountain,Félicien Vervaecke ,BEL,1938,430,418,Vervaecke ,Vervaecke  (BEL),Other,Pyrenees,Pyrenees,11,0.3793103448275862,0.3448275862068966,end
1938_9,1938-07-16,9,main,Luchon,FR,42.79079,0.59315,3035416,633,260,188.493974,With mountain,Mountain,Jean Fréchaut ,FRA,1938,-588,339,Fréchaut ,Fréchaut  (FRA),Pyrenees,Other,Pyrenees,12,0.41379310344827586,0.3793103448275862,start
1938_9,1938-07-16,9,main,Perpignan,FR,42.69764,2.89541,2987914,45,260,188.493974,With mountain,Mountain,Jean Fréchaut ,FRA,1938,-588,339,Fréchaut ,Fréchaut  (FRA),Pyrenees,Other,Pyrenees,12,0.41379310344827586,0.3793103448275862,end
1938_10a,1938-07-17,10,a,Perpignan,FR,42.69764,2.89541,2987914,45,63,54.821711,Plain,Flat,Antoon van Schendel ,NED,1938,-37,26.5,Schendel ,Schendel  (NED),Other,Other,Other,13,0.4482758620689655,0.41379310344827586,start
1938_10a,1938-07-17,10,a,Narbonne,FR,43.18396,3.00141,2990919,8,63,54.821711,Plain,Flat,Antoon van Schendel ,NED,1938,-37,26.5,Schendel ,Schendel  (NED),Other,Other,Other,13,0.4482758620689655,0.41379310344827586,end
1938_10b,1938-07-17,10,b,Narbonne,FR,43.18396,3.00141,2990919,8,27,24.56658,Individual time trial,Individual time trial,Félicien Vervaecke ,BEL,1938,16,16,Vervaecke ,Vervaecke  (BEL),Other,Other,Other,14,0.4827586206896552,0.4482758620689655,start
1938_10b,1938-07-17,10,b,Béziers,FR,43.34122,3.21402,3032833,24,27,24.56658,Individual time trial,Individual time trial,Félicien Vervaecke ,BEL,1938,16,16,Vervaecke ,Vervaecke  (BEL),Other,Other,Other,14,0.4827586206896552,0.4482758620689655,end
1938_10c,1938-07-17,10,c,Béziers,FR,43.34122,3.21402,3032833,24,73,61.412896,Plain,Flat,Antonin Magne ,FRA,1938,1,24.5,Magne ,Magne  (FRA),Other,Other,Other,15,0.5172413793103449,0.4827586206896552,start
1938_10c,1938-07-17,10,c,Montpellier,FR,43.61092,3.87723,2992166,25,73,61.412896,Plain,Flat,Antonin Magne ,FRA,1938,1,24.5,Magne ,Magne  (FRA),Other,Other,Other,15,0.5172413793103449,0.4827586206896552,end
1938_11,1938-07-18,11,main,Montpellier,FR,43.61092,3.87723,2992166,25,223,126.449172,Plain,Flat,Gino Bartali ,ITA,1938,15,32.5,Bartali ,Bartali  (ITA),Other,Alps,Alps,16,0.5517241379310345,0.5172413793103449,start
1938_11,1938-07-18,11,main,Marseille,FR,43.29695,5.38107,2995469,40,223,126.449172,Plain,Flat,Gino Bartali ,ITA,1938,15,32.5,Bartali ,Bartali  (ITA),Other,Alps,Alps,16,0.5517241379310345,0.5172413793103449,end
1938_12,1938-07-19,12,main,Marseille,FR,43.29695,5.38107,2995469,40,199,134.923832,Plain,Flat,Jean Fréchaut ,FRA,1938,-30,25,Fréchaut ,Fréchaut  (FRA),Alps,Alps,Alps,17,0.5862068965517241,0.5517241379310345,start
1938_12,1938-07-19,12,main,Cannes,FR,43.55135,7.01275,3028808,10,199,134.923832,Plain,Flat,Jean Fréchaut ,FRA,1938,-30,25,Fréchaut ,Fréchaut  (FRA),Alps,Alps,Alps,17,0.5862068965517241,0.5517241379310345,end
1938_13,1938-07-21,13,main,Cannes,FR,43.55135,7.01275,3028808,10,284,86.955919,With mountain,Mountain,Dante Gianello ,FRA,1938,594,307,Gianello ,Gianello  (FRA),Alps,Alps,Alps,18,0.6206896551724138,0.5862068965517241,start
1938_13,1938-07-21,13,main,Digne,FR,44.09252,6.23199,3021382,604,284,86.955919,With mountain,Mountain,Dante Gianello ,FRA,1938,594,307,Gianello ,Gianello  (FRA),Alps,Alps,Alps,18,0.6206896551724138,0.5862068965517241,end
1938_14,1938-07-22,14,main,Digne,FR,44.09252,6.23199,3021382,604,219,95.579276,With mountain,Mountain,Gino Bartali ,ITA,1938,827,1017.5,Bartali ,Bartali  (ITA),Alps,Alps,Alps,19,0.6551724137931034,0.6206896551724138,start
1938_14,1938-07-22,14,main,Briançon,FR,44.89978,6.64201,3030142,1431,219,95.579276,With mountain,Mountain,Gino Bartali ,ITA,1938,827,1017.5,Bartali ,Bartali  (ITA),Alps,Alps,Alps,19,0.6551724137931034,0.6206896551724138,end
1938_15,1938-07-23,15,main,Briançon,FR,44.89978,6.64201,3030142,1431,311,105.213857,With mountain,Mountain,Marcel Kint ,BEL,1938,-1082,890,Kint ,Kint  (BEL),Alps,Alps,Alps,20,0.6896551724137931,0.6551724137931034,start
1938_15,1938-07-23,15,main,Aix-les-Bains,FR,45.69173,5.90863,3038350,349,311,105.213857,With mountain,Mountain,Marcel Kint ,BEL,1938,-1082,890,Kint ,Kint  (BEL),Alps,Alps,Alps,20,0.6896551724137931,0.6551724137931034,end
1938_16,1938-07-25,16,main,Aix-les-Bains,FR,45.69173,5.90863,3038350,349,284,173.533228,With mountain,Mountain,Marcel Kint ,BEL,1938,-96,301,Kint ,Kint  (BEL),Alps,Alps,Alps,21,0.7241379310344828,0.6896551724137931,start
1938_16,1938-07-25,16,main,Besançon,FR,47.248779999999996,6.01815,3033123,253,284,173.533228,With mountain,Mountain,Marcel Kint ,BEL,1938,-96,301,Kint ,Kint  (BEL),Alps,Alps,Alps,21,0.7241379310344828,0.6896551724137931,end
1938_17a,1938-07-26,17,a,Besançon,FR,47.248779999999996,6.01815,3033123,253,89,76.465666,Plain,Flat,Émile Masson Jr. ,BEL,1938,108,307,Émile Masson Jr. ,Émile Masson Jr.  (BEL),Alps,Other,Other,22,0.7586206896551724,0.7241379310344828,start
1938_17a,1938-07-26,17,a,Belfort,FR,47.63883,6.85419,3033791,361,89,76.465666,Plain,Flat,Émile Masson Jr. ,BEL,1938,108,307,Émile Masson Jr. ,Émile Masson Jr.  (BEL),Alps,Other,Other,22,0.7586206896551724,0.7241379310344828,end
1938_17b,1938-07-26,17,b,Belfort,FR,47.63883,6.85419,3033791,361,143,124.326371,Plain,Flat,Jean Fréchaut ,FRA,1938,-220,251,Fréchaut ,Fréchaut  (FRA),Other,Other,Other,23,0.7931034482758621,0.7586206896551724,start
1938_17b,1938-07-26,17,b,Strasbourg,FR,48.58392,7.74553,2973783,141,143,124.326371,Plain,Flat,Jean Fréchaut ,FRA,1938,-220,251,Fréchaut ,Fréchaut  (FRA),Other,Other,Other,23,0.7931034482758621,0.7586206896551724,end
1938_18,1938-07-27,18,main,Strasbourg,FR,48.58392,7.74553,2973783,141,186,129.69894,Plain,Flat,Marcel Kint ,BEL,1938,31,156.5,Kint ,Kint  (BEL),Other,Other,Other,24,0.8275862068965517,0.7931034482758621,start
1938_18,1938-07-27,18,main,Metz,FR,49.11911,6.17269,2994160,172,186,129.69894,Plain,Flat,Marcel Kint ,BEL,1938,31,156.5,Kint ,Kint  (BEL),Other,Other,Other,24,0.8275862068965517,0.7931034482758621,end
1938_19,1938-07-28,19,main,Metz,FR,49.11911,6.17269,2994160,172,196,150.57548,Plain,Flat,Fabien Galateau ,FRA,1938,-30,157,Galateau ,Galateau  (FRA),Other,Other,Other,25,0.8620689655172413,0.8275862068965517,start
1938_19,1938-07-28,19,main,Reims,FR,49.29162,4.11921,2967320,142,196,150.57548,Plain,Flat,Fabien Galateau ,FRA,1938,-30,157,Galateau ,Galateau  (FRA),Other,Other,Other,25,0.8620689655172413,0.8275862068965517,end
1938_20a,1938-07-30,20,a,Reims,FR,49.29162,4.11921,2967320,142,48,46.718496,Plain,Flat,Glauco Servadei ,ITA,1938,-66,109,Servadei ,Servadei  (ITA),Other,Other,Other,26,0.896551724137931,0.8620689655172413,start
1938_20a,1938-07-30,20,a,Laon,FR,49.5631,3.62714,3007477,76,48,46.718496,Plain,Flat,Glauco Servadei ,ITA,1938,-66,109,Servadei ,Servadei  (ITA),Other,Other,Other,26,0.896551724137931,0.8620689655172413,end
1938_20b,1938-07-30,20,b,Laon,FR,49.5631,3.62714,3007477,76,42,40.121518,Individual time trial,Individual time trial,Félicien Vervaecke ,BEL,1938,6,79,Vervaecke ,Vervaecke  (BEL),Other,Other,Other,27,0.9310344827586207,0.896551724137931,start
1938_20b,1938-07-30,20,b,Saint-Quentin,FR,49.84889,3.28757,2977295,82,42,40.121518,Individual time trial,Individual time trial,Félicien Vervaecke ,BEL,1938,6,79,Vervaecke ,Vervaecke  (BEL),Other,Other,Other,27,0.9310344827586207,0.896551724137931,end
1938_20c,1938-07-30,20,c,Saint-Quentin,FR,49.84889,3.28757,2977295,82,107,88.792778,Plain,Flat,François Neuville ,BEL,1938,-59,52.5,Neuville ,Neuville  (BEL),Other,Other,Other,28,0.9655172413793104,0.9310344827586207,start
1938_20c,1938-07-30,20,c,Lille,FR,50.63297,3.05858,2998324,23,107,88.792778,Plain,Flat,François Neuville ,BEL,1938,-59,52.5,Neuville ,Neuville  (BEL),Other,Other,Other,28,0.9655172413793104,0.9310344827586207,end
1938_21,1938-07-31,21,main,Lille,FR,50.63297,3.05858,2998324,23,279,204.571273,Plain,Flat,Antonin Magne ,FRA,1938,7,26.5,Magne ,Magne  (FRA),Other,Other,Other,29,1,0.9655172413793104,start
1938_21,1938-07-31,21,main,Paris,FR,48.85341,2.3488,2988507,30,279,204.571273,Plain,Flat,Antonin Magne ,FRA,1938,7,26.5,Magne ,Magne  (FRA),Other,Other,Other,29,1,0.9655172413793104,end
1939_1,1939-07-10,1,main,Paris,FR,48.85341,2.3488,2988507,30,215,201.109652,Plain,Flat,Amédée Fournier ,FRA,1939,-4,28,Fournier ,Fournier  (FRA),Other,Other,Other,1,0.03571428571428571,0,start
1939_1,1939-07-10,1,main,Caen,FR,49.18585,-0.35912,3029241,26,215,201.109652,Plain,Flat,Amédée Fournier ,FRA,1939,-4,28,Fournier ,Fournier  (FRA),Other,Other,Other,1,0.03571428571428571,0,end
1939_2a,1939-07-11,2,a,Caen,FR,49.18585,-0.35912,3029241,26,64,54.818314,Individual time trial,Individual time trial,Romain Maes ,BEL,1939,206,129,Maes ,Maes  (BEL),Other,Other,Other,2,0.07142857142857142,0.03571428571428571,start
1939_2a,1939-07-11,2,a,Vire,FR,48.83333,-0.88333,2967972,232,64,54.818314,Individual time trial,Individual time trial,Romain Maes ,BEL,1939,206,129,Maes ,Maes  (BEL),Other,Other,Other,2,0.07142857142857142,0.03571428571428571,end
1939_2b,1939-07-11,2,b,Vire,FR,48.83333,-0.88333,2967972,232,119,99.274849,Plain,Flat,Éloi Tassin ,FRA,1939,-205,129.5,Éloi Tassin ,Éloi Tassin  (FRA),Other,Other,Other,3,0.10714285714285714,0.07142857142857142,start
1939_2b,1939-07-11,2,b,Rennes,FR,48.11198,-1.67429,2983990,27,119,99.274849,Plain,Flat,Éloi Tassin ,FRA,1939,-205,129.5,Éloi Tassin ,Éloi Tassin  (FRA),Other,Other,Other,3,0.10714285714285714,0.07142857142857142,end
1939_3,1939-07-12,3,main,Rennes,FR,48.11198,-1.67429,2983990,27,244,210.713268,Plain,Flat,Pierre Cloarec ,FRA,1939,12,33,Cloarec ,Cloarec  (FRA),Other,Other,Other,4,0.14285714285714285,0.10714285714285714,start
1939_3,1939-07-12,3,main,Brest,FR,48.39029,-4.48628,3030300,39,244,210.713268,Plain,Flat,Pierre Cloarec ,FRA,1939,12,33,Cloarec ,Cloarec  (FRA),Other,Other,Other,4,0.14285714285714285,0.10714285714285714,end
1939_4,1939-07-13,4,main,Brest,FR,48.39029,-4.48628,3030300,39,174,109.617574,Plain,Flat,Raymond Louviot ,FRA,1939,-33,22.5,Louviot ,Louviot  (FRA),Other,Other,Other,5,0.17857142857142858,0.14285714285714285,start
1939_4,1939-07-13,4,main,Lorient,FR,47.75,-3.36667,2997577,6,174,109.617574,Plain,Flat,Raymond Louviot ,FRA,1939,-33,22.5,Louviot ,Louviot  (FRA),Other,Other,Other,5,0.17857142857142858,0.14285714285714285,end
1939_5,1939-07-14,5,main,Lorient,FR,47.75,-3.36667,2997577,6,207,148.743823,Plain,Flat,Amédée Fournier ,FRA,1939,10,11,Fournier ,Fournier  (FRA),Other,Other,Other,6,0.21428571428571427,0.17857142857142858,start
1939_5,1939-07-14,5,main,Nantes,FR,47.21725,-1.55336,2990969,16,207,148.743823,Plain,Flat,Amédée Fournier ,FRA,1939,10,11,Fournier ,Fournier  (FRA),Other,Other,Other,6,0.21428571428571427,0.17857142857142858,end
1939_6a,1939-07-15,6,a,Nantes,FR,47.21725,-1.55336,2990969,16,144,120.93707,Plain,Flat,Lucien Storme ,BEL,1939,-1,15.5,Storme ,Storme  (BEL),Other,Other,Other,7,0.25,0.21428571428571427,start
1939_6a,1939-07-15,6,a,La Rochelle,FR,46.16667,-1.15,3006787,15,144,120.93707,Plain,Flat,Lucien Storme ,BEL,1939,-1,15.5,Storme ,Storme  (BEL),Other,Other,Other,7,0.25,0.21428571428571427,end
1939_6b,1939-07-15,6,b,La Rochelle,FR,46.16667,-1.15,3006787,15,107,60.652968,Plain,Flat,Edmond Pagès ,FRA,1939,-8,11,Pagès ,Pagès  (FRA),Other,Other,Other,8,0.2857142857142857,0.25,start
1939_6b,1939-07-15,6,b,Royan,FR,45.62846,-1.0281,2982343,7,107,60.652968,Plain,Flat,Edmond Pagès ,FRA,1939,-8,11,Pagès ,Pagès  (FRA),Other,Other,Other,8,0.2857142857142857,0.25,end
1939_7,1939-07-17,7,main,Royan,FR,45.62846,-1.0281,2982343,7,198,94.47884,Plain,Flat,Raymond Passat ,FRA,1939,2,8,Passat ,Passat  (FRA),Other,Other,Other,9,0.32142857142857145,0.2857142857142857,start
1939_7,1939-07-17,7,main,Bordeaux,FR,44.84044,-0.5805,3031582,9,198,94.47884,Plain,Flat,Raymond Passat ,FRA,1939,2,8,Passat ,Passat  (FRA),Other,Other,Other,9,0.32142857142857145,0.2857142857142857,end
1939_8a,1939-07-18,8,a,Bordeaux,FR,44.84044,-0.5805,3031582,9,210,154.547661,Plain,Flat,Marcel Kint ,BEL,1939,52,35,Kint ,Kint  (BEL),Other,Other,Other,10,0.35714285714285715,0.32142857142857145,start
1939_8a,1939-07-18,8,a,Salies-de-Béarn,FR,43.47422,-0.92448,2976444,61,210,154.547661,Plain,Flat,Marcel Kint ,BEL,1939,52,35,Kint ,Kint  (BEL),Other,Other,Other,10,0.35714285714285715,0.32142857142857145,end
1939_8b,1939-07-18,8,b,Salies-de-Béarn,FR,43.47422,-0.92448,2976444,61,69,49.117246,Individual time trial,Individual time trial,Karl Litschi ,SUI,1939,142,132,Litschi ,Litschi  (SUI),Other,Other,Other,11,0.39285714285714285,0.35714285714285715,start
1939_8b,1939-07-18,8,b,Pau,FR,43.3,-0.36667,2988358,203,69,49.117246,Individual time trial,Individual time trial,Karl Litschi ,SUI,1939,142,132,Litschi ,Litschi  (SUI),Other,Other,Other,11,0.39285714285714285,0.35714285714285715,end
1939_9,1939-07-19,9,main,Pau,FR,43.3,-0.36667,2988358,203,311,150.163848,With mountain,Mountain,Edward Vissers ,BEL,1939,-57,174.5,Vissers ,Vissers  (BEL),Other,Other,Other,12,0.42857142857142855,0.39285714285714285,start
1939_9,1939-07-19,9,main,Toulouse,FR,43.60426,1.44367,2972315,146,311,150.163848,With mountain,Mountain,Edward Vissers ,BEL,1939,-57,174.5,Vissers ,Vissers  (BEL),Other,Other,Other,12,0.42857142857142855,0.39285714285714285,end
1939_10a,1939-07-21,10,a,Toulouse,FR,43.60426,1.44367,2972315,146,149,134.408623,Plain,Flat,Pierre Jaminet ,FRA,1939,-138,77,Jaminet ,Jaminet  (FRA),Other,Other,Other,13,0.4642857142857143,0.42857142857142855,start
1939_10a,1939-07-21,10,a,Narbonne,FR,43.18396,3.00141,2990919,8,149,134.408623,Plain,Flat,Pierre Jaminet ,FRA,1939,-138,77,Jaminet ,Jaminet  (FRA),Other,Other,Other,13,0.4642857142857143,0.42857142857142855,end
1939_10b,1939-07-21,10,b,Narbonne,FR,43.18396,3.00141,2990919,8,27,24.56658,Individual time trial,Individual time trial,Maurice Archambaud ,FRA,1939,16,16,Archambaud ,Archambaud  (FRA),Other,Other,Other,14,0.5,0.4642857142857143,start
1939_10b,1939-07-21,10,b,Béziers,FR,43.34122,3.21402,3032833,24,27,24.56658,Individual time trial,Individual time trial,Maurice Archambaud ,FRA,1939,16,16,Archambaud ,Archambaud  (FRA),Other,Other,Other,14,0.5,0.4642857142857143,end
1939_10c,1939-07-21,10,c,Béziers,FR,43.34122,3.21402,3032833,24,70,61.412896,Plain,Flat,Maurice Archambaud ,FRA,1939,1,24.5,Archambaud ,Archambaud  (FRA),Other,Other,Other,15,0.5357142857142857,0.5,start
1939_10c,1939-07-21,10,c,Montpellier,FR,43.61092,3.87723,2992166,25,70,61.412896,Plain,Flat,Maurice Archambaud ,FRA,1939,1,24.5,Archambaud ,Archambaud  (FRA),Other,Other,Other,15,0.5357142857142857,0.5,end
1939_11,1939-07-22,11,main,Montpellier,FR,43.61092,3.87723,2992166,25,212,126.449172,Plain,Flat,Fabien Galateau ,FRA,1939,15,32.5,Galateau ,Galateau  (FRA),Other,Alps,Alps,16,0.5714285714285714,0.5357142857142857,start
1939_11,1939-07-22,11,main,Marseille,FR,43.29695,5.38107,2995469,40,212,126.449172,Plain,Flat,Fabien Galateau ,FRA,1939,15,32.5,Galateau ,Galateau  (FRA),Other,Alps,Alps,16,0.5714285714285714,0.5357142857142857,end
1939_12a,1939-07-23,12,a,Marseille,FR,43.29695,5.38107,2995469,40,157,113.569706,Plain,Flat,François Neuens ,LUX,1939,-18,31,Neuens ,Neuens  (LUX),Alps,Alps,Alps,17,0.6071428571428571,0.5714285714285714,start
