stage_id;date;stage_number;sub_stage;start_place;start_country;end_place;end_country;distance_km;terrain;terrain_group;winner_name;winner_country;start_lat;start_long;start_gnid;end_lat;end_long;end_gnid;dist_start_end
1930_20;1930-07-26;20;main;Charleville;FR;Malo-les-Bains;FR;271,000;Plain;Flat;Charles Pélissier ;FRA;49,76850; 4,7248700;3026613;51,04517; 2,3997200;2996359;217,720658
1930_21;1930-07-27;21;main;Malo-les-Bains;FR;Paris;FR;300,000;Plain;Flat;Charles Pélissier ;FRA;51,04517; 2,3997200;2996359;48,85341; 2,3488000;2988507;244,012851
1931_1;1931-06-30; 1;main;Paris;FR;Caen;FR;208,000;Plain;Flat;Alfred Haemerlinck ;BEL;48,85341; 2,3488000;2988507;49,18585;-0,3591200;3029241;201,109652
1931_2;1931-07-01; 2;main;Caen;FR;Dinan;FR;212,000;Plain;Flat;Max Bulla ;AUT;49,18585;-0,3591200;3029241;48,45000;-2,0333300;3021356;147,539634
1931_3;1931-07-02; 3;main;Dinan;FR;Brest;FR;206,000;Plain;Flat;Fabio Battesini ;ITA;48,45000;-2,0333300;3021356;48,39029;-4,4862800;3030300;181,334725
1931_4;1931-07-03; 4;main;Brest;FR;Vannes;FR;211,000;Plain;Flat;André Godinat ;FRA;48,39029;-4,4862800;3030300;47,65790;-2,7557400;2970777;152,465671
1931_5;1931-07-04; 5;main;Vannes;FR;Les Sables d'Olonne;FR;202,000;Plain;Flat;Charles Pélissier ;FRA;47,65790;-2,7557400;2970777;46,50000;-1,7833300;2999683;148,484128
1931_6;1931-07-05; 6;main;Les Sables d'Olonne;FR;Bordeaux;FR;338,000;Plain;Flat;Alfred Haemerlinck ;BEL;46,50000;-1,7833300;2999683;44,84044;-0,5805000;3031582;207,078161
1931_7;1931-07-06; 7;main;Bordeaux;FR;Bayonne;FR;180,000;Plain;Flat;Gérard Loncke ;BEL;44,84044;-0,5805000;3031582;43,48333;-1,4833300;3034475;167,392120
1931_8;1931-07-07; 8;main;Bayonne;FR;Pau;FR;106,000;Plain;Flat;Charles Pélissier ;FRA;43,48333;-1,4833300;3034475;43,30000;-0,3666700;2988358; 92,605949
1931_9;1931-07-08; 9;main;Pau;FR;Luchon;FR;231,000;With mountain;Mountain;Antonin Magne ;FRA;43,30000;-0,3666700;2988358;42,79079; 0,5931500;3035416; 96,489570
1931_10;1931-07-10;10;main;Luchon;FR;Perpignan;FR;322,000;With mountain;Mountain;Rafaele di Paco ;ITA;42,79079; 0,5931500;3035416;42,69764; 2,8954100;2987914;188,493974
1931_11;1931-07-12;11;main;Perpignan;FR;Montpellier;FR;164,000;Plain;Flat;Rafaele di Paco ;ITA;42,69764; 2,8954100;2987914;43,61092; 3,8772300;2992166;129,200261
1931_12;1931-07-13;12;main;Montpellier;FR;Marseille;FR;207,000;Plain;Flat;Max Bulla ;AUT;43,61092; 3,8772300;2992166;43,29695; 5,3810700;2995469;126,449172
1931_13;1931-07-14;13;main;Marseille;FR;Cannes;FR;181,000;Plain;Flat;Charles Pélissier ;FRA;43,29695; 5,3810700;2995469;43,55135; 7,0127500;3028808;134,923832
1931_14;1931-07-15;14;main;Cannes;FR;Nice;FR;132,000;With mountain;Mountain;Eugenio Gestri ;ITA;43,55135; 7,0127500;3028808;43,70313; 7,2660800;2990440; 26,498279
1931_15;1931-07-17;15;main;Nice;FR;Gap;FR;233,000;With mountain;Mountain;Jef Demuysere ;BEL;43,70313; 7,2660800;2990440;44,56151; 6,0810600;3016702;134,514811
1931_16;1931-07-18;16;main;Gap;FR;Grenoble;FR;102,000;With mountain;Mountain;Charles Pélissier ;FRA;44,56151; 6,0810600;3016702;45,17155; 5,7223900;3014728; 73,569301
1931_17;1931-07-19;17;main;Grenoble;FR;Aix-les-Bains;FR;230,000;With mountain;Mountain;Max Bulla ;AUT;45,17155; 5,7223900;3014728;45,69173; 5,9086300;3038350; 59,705877
1931_18;1931-07-20;18;main;Aix-les-Bains;FR;Evian;FR;204,000;With mountain;Mountain;Jef Demuysere ;BEL;45,69173; 5,9086300;3038350;46,40111; 6,5879300;3019280; 94,818143
1931_19;1931-07-21;19;main;Evian;FR;Belfort;FR;282,000;With mountain;Mountain;Rafaele di Paco ;ITA;46,40111; 6,5879300;3019280;47,63883; 6,8541900;3033791;139,255964
1931_20;1931-07-22;20;main;Belfort;FR;Colmar;FR;209,000;With mountain;Mountain;André Leducq ;FRA;47,63883; 6,8541900;3033791;48,08078; 7,3558400;3024297; 61,840282
1931_21;1931-07-23;21;main;Colmar;FR;Metz;FR;192,000;Plain;Flat;Rafaele di Paco ;ITA;48,08078; 7,3558400;3024297;49,11911; 6,1726900;2994160;144,725414
1931_22;1931-07-24;22;main;Metz;FR;Charleville;FR;159,000;Plain;Flat;Raffaele di Paco ;ITA;49,11911; 6,1726900;2994160;49,76850; 4,7248700;3026613;127,303778
1931_23;1931-07-25;23;main;Charleville;FR;Malo-les-Bains;FR;271,000;Plain;Flat;Gaston Rebry ;BEL;49,76850; 4,7248700;3026613;51,04517; 2,3997200;2996359;217,720658
1931_24;1931-07-26;24;main;Malo-les-Bains;FR;Paris;FR;313,000;Plain;Flat;Charles Pélissier ;FRA;51,04517; 2,3997200;2996359;48,85341; 2,3488000;2988507;244,012851
1932_1;1932-07-06; 1;main;Paris;FR;Caen;FR;208,000;Plain;Flat;Jean Aerts ;BEL;48,85341; 2,3488000;2988507;49,18585;-0,3591200;3029241;201,109652
1932_2;1932-07-07; 2;main;Caen;FR;Nantes;FR;300,000;Plain;Flat;Kurt Stöpel ;GER;49,18585;-0,3591200;3029241;47,21725;-1,5533600;2990969;236,371262
1932_3;1932-07-09; 3;main;Nantes;FR;Bordeaux;FR;387,000;Plain;Flat;André Leducq ;FRA;47,21725;-1,5533600;2990969;44,84044;-0,5805000;3031582;275,055582
1932_4;1932-07-11; 4;main;Bordeaux;FR;Pau;FR;206,000;Plain;Flat;Georges Ronsse ;BEL;44,84044;-0,5805000;3031582;43,30000;-0,3666700;2988358;172,331541
1932_5;1932-07-12; 5;main;Pau;FR;Luchon;FR;229,000;With mountain;Mountain;Antonio Pesenti ;ITA;43,30000;-0,3666700;2988358;42,79079; 0,5931500;3035416; 96,489570
1932_6;1932-07-14; 6;main;Luchon;FR;Perpignan;FR;322,000;With mountain;Mountain;Frans Bonduel ;BEL;42,79079; 0,5931500;3035416;42,69764; 2,8954100;2987914;188,493974
1932_7;1932-07-16; 7;main;Perpignan;FR;Montpellier;FR;168,000;Plain;Flat;Frans Bonduel ;BEL;42,69764; 2,8954100;2987914;43,61092; 3,8772300;2992166;129,200261
1932_8;1932-07-17; 8;main;Montpellier;FR;Marseille;FR;206,000;Plain;Flat;Michele Orecchia ;ITA;43,61092; 3,8772300;2992166;43,29695; 5,3810700;2995469;126,449172
1932_9;1932-07-18; 9;main;Marseille;FR;Cannes;FR;191,000;Plain;Flat;Rafaele di Paco ;ITA;43,29695; 5,3810700;2995469;43,55135; 7,0127500;3028808;134,923832
1932_10;1932-07-19;10;main;Cannes;FR;Nice;FR;132,000;With mountain;Mountain;Francesco Camusso ;ITA;43,55135; 7,0127500;3028808;43,70313; 7,2660800;2990440; 26,498279
1932_11;1932-07-21;11;main;Nice;FR;Gap;FR;233,000;With mountain;Mountain;André Leducq ;FRA;43,70313; 7,2660800;2990440;44,56151; 6,0810600;3016702;134,514811
1932_12;1932-07-22;12;main;Gap;FR;Grenoble;FR;102,000;With mountain;Mountain;Roger Lapébie ;FRA;44,56151; 6,0810600;3016702;45,17155; 5,7223900;3014728; 73,569301
1932_13;1932-07-23;13;main;Grenoble;FR;Aix-les-Bains;FR;230,000;With mountain;Mountain;André Leducq ;FRA;45,17155; 5,7223900;3014728;45,69173; 5,9086300;3038350; 59,705877
1932_14;1932-07-24;14;main;Aix-les-Bains;FR;Evian;FR;204,000;With mountain;Mountain;Rafaele di Paco ;ITA;45,69173; 5,9086300;3038350;46,40111; 6,5879300;3019280; 94,818143
1932_15;1932-07-25;15;main;Evian;FR;Belfort;FR;291,000;With mountain;Mountain;André Leducq ;FRA;46,40111; 6,5879300;3019280;47,63883; 6,8541900;3033791;139,255964
1932_16;1932-07-26;16;main;Belfort;FR;Strasbourg;FR;145,000;Plain;Flat;Gérard Loncke ;BEL;47,63883; 6,8541900;3033791;48,58392; 7,7455300;2973783;124,326371
1932_17;1932-07-27;17;main;Strasbourg;FR;Metz;FR;165,000;Plain;Flat;Rafaele di Paco ;ITA;48,58392; 7,7455300;2973783;49,11911; 6,1726900;2994160;129,698940
1932_18;1932-07-28;18;main;Metz;FR;Charleville;FR;159,000;Plain;Flat;Rafaele di Paco ;ITA;49,11911; 6,1726900;2994160;49,76850; 4,7248700;3026613;127,303778
1932_19;1932-07-29;19;main;Charleville;FR;Malo-les-Bains;FR;271,000;Plain;Flat;Gaston Rebry ;BEL;49,76850; 4,7248700;3026613;51,04517; 2,3997200;2996359;217,720658
1932_20;1932-07-30;20;main;Malo-les-Bains;FR;Amiens;FR;212,000;Plain;Flat;André Leducq ;FRA;51,04517; 2,3997200;2996359;49,90000; 2,3000000;3037854;127,675333
1932_21;1932-07-31;21;main;Amiens;FR;Paris;FR;159,000;Plain;Flat;André Leducq ;FRA;49,90000; 2,3000000;3037854;48,85341; 2,3488000;2988507;116,559534
1933_1;1933-06-27; 1;main;Paris;FR;Lille;FR;262,000;Plain;Flat;Maurice Archambaud ;FRA;48,85341; 2,3488000;2988507;50,63297; 3,0585800;2998324;204,571273
1933_2;1933-06-28; 2;main;Lille;FR;Charleville;FR;192,000;Plain;Flat;Learco Guerra ;ITA;50,63297; 3,0585800;2998324;49,76850; 4,7248700;3026613;152,826889
1933_3;1933-06-29; 3;main;Charleville;FR;Metz;FR;166,000;Plain;Flat;Alfons Schepers ;BEL;49,76850; 4,7248700;3026613;49,11911; 6,1726900;2994160;127,303778
1933_4;1933-06-30; 4;main;Metz;FR;Belfort;FR;220,000;With mountain;Mountain;Jean Aerts ;BEL;49,11911; 6,1726900;2994160;47,63883; 6,8541900;3033791;172,314061
1933_5;1933-07-01; 5;main;Belfort;FR;Evian;FR;293,000;With mountain;Mountain;Léon Louyet ;BEL;47,63883; 6,8541900;3033791;46,40111; 6,5879300;3019280;139,255964
1933_6;1933-07-03; 6;main;Evian;FR;Aix-les-Bains;FR;207,000;With mountain;Mountain;Learco Guerra ;ITA;46,40111; 6,5879300;3019280;45,69173; 5,9086300;3038350; 94,818143
1933_7;1933-07-04; 7;main;Aix-les-Bains;FR;Grenoble;FR;229,000;With mountain;Mountain;Learco Guerra ;ITA;45,69173; 5,9086300;3038350;45,17155; 5,7223900;3014728; 59,705877
1933_8;1933-07-05; 8;main;Grenoble;FR;Gap;FR;102,000;With mountain;Mountain;Georges Speicher ;FRA;45,17155; 5,7223900;3014728;44,56151; 6,0810600;3016702; 73,569301
1933_9;1933-07-06; 9;main;Gap;FR;Digne;FR;227,000;With mountain;Mountain;Georges Speicher ;FRA;44,56151; 6,0810600;3016702;44,09252; 6,2319900;3021382; 53,573347
1933_10;1933-07-07;10;main;Digne;FR;Nice;FR;156,000;Plain;Flat;Fernand Cornez ;FRA;44,09252; 6,2319900;3021382;43,70313; 7,2660800;2990440; 93,590880
1933_11;1933-07-09;11;main;Nice;FR;Cannes;FR;128,000;With mountain;Mountain;Maurice Archambaud ;FRA;43,70313; 7,2660800;2990440;43,55135; 7,0127500;3028808; 26,498279
1933_12;1933-07-10;12;main;Cannes;FR;Marseille;FR;208,000;Plain;Flat;Georges Speicher ;FRA;43,55135; 7,0127500;3028808;43,29695; 5,3810700;2995469;134,923832
1933_13;1933-07-11;13;main;Marseille;FR;Montpellier;FR;168,000;Plain;Flat;André Leducq ;FRA;43,29695; 5,3810700;2995469;43,61092; 3,8772300;2992166;126,449172
1933_14;1933-07-12;14;main;Montpellier;FR;Perpignan;FR;166,000;Plain;Flat;André Leducq ;FRA;43,61092; 3,8772300;2992166;42,69764; 2,8954100;2987914;129,200261
1933_15;1933-07-14;15;main;Perpignan;FR;Ax-les-Thermes;FR;158,000;With mountain;Mountain;Jean Aerts ;BEL;42,69764; 2,8954100;2987914;42,71968; 1,8384500;3035595; 86,492412
1933_16;1933-07-15;16;main;Ax-les-Thermes;FR;Luchon;FR;165,000;With mountain;Mountain;Léon Louyet ;BEL;42,71968; 1,8384500;3035595;42,79079; 0,5931500;3035416;102,094112
1933_17;1933-07-16;17;main;Luchon;FR;Tarbes;FR; 91,000;With mountain;Mountain;Jean Aerts ;BEL;42,79079; 0,5931500;3035416;43,23333; 0,0833300;2973385; 64,412328
1933_18;1933-07-17;18;main;Tarbes;FR;Pau;FR;185,000;With mountain;Mountain;Learco Guerra ;ITA;43,23333; 0,0833300;2973385;43,30000;-0,3666700;2988358; 37,224172
1933_19;1933-07-19;19;main;Pau;FR;Bordeaux;FR;233,000;Plain;Flat;Jean Aerts ;BEL;43,30000;-0,3666700;2988358;44,84044;-0,5805000;3031582;172,331541
1933_20;1933-07-20;20;main;Bordeaux;FR;La Rochelle;FR;183,000;Plain;Flat;Jean Aerts ;BEL;44,84044;-0,5805000;3031582;46,16667;-1,1500000;3006787;154,175323
1933_21;1933-07-21;21;main;La Rochelle;FR;Rennes;FR;266,000;Plain;Flat;Jean Aerts ;BEL;46,16667;-1,1500000;3006787;48,11198;-1,6742900;2983990;220,158371
1933_22;1933-07-22;22;main;Rennes;FR;Caen;FR;169,000;Plain;Flat;René Le Grevès ;FRA;48,11198;-1,6742900;2983990;49,18585;-0,3591200;3029241;153,767998
1933_23;1933-07-23;23;main;Caen;FR;Paris;FR;222,000;Plain;Flat;Learco Guerra ;ITA;49,18585;-0,3591200;3029241;48,85341; 2,3488000;2988507;201,109652
1934_1;1934-07-03; 1;main;Paris;FR;Lille;FR;262,000;Plain;Flat;Georges Speicher ;FRA;48,85341; 2,3488000;2988507;50,63297; 3,0585800;2998324;204,571273
1934_2;1934-07-04; 2;main;Lille;FR;Charleville;FR;192,000;Plain;Flat;René Le Grevès ;FRA;50,63297; 3,0585800;2998324;49,76850; 4,7248700;3026613;152,826889
1934_3;1934-07-05; 3;main;Charleville;FR;Metz;FR;161,000;Plain;Flat;Roger Lapébie ;FRA;49,76850; 4,7248700;3026613;49,11911; 6,1726900;2994160;127,303778
1934_4;1934-07-06; 4;main;Metz;FR;Belfort;FR;220,000;With mountain;Mountain;Roger Lapébie ;FRA;49,11911; 6,1726900;2994160;47,63883; 6,8541900;3033791;172,314061
1934_5;1934-07-07; 5;main;Belfort;FR;Evian;FR;293,000;Plain;Flat;René Le Grevès ;FRA;47,63883; 6,8541900;3033791;46,40111; 6,5879300;3019280;139,255964
1934_6;1934-07-09; 6;main;Evian;FR;Aix-les-Bains;FR;207,000;With mountain;Mountain;Georges Speicher ;FRA;46,40111; 6,5879300;3019280;45,69173; 5,9086300;3038350; 94,818143
1934_7;1934-07-10; 7;main;Aix-les-Bains;FR;Grenoble;FR;229,000;With mountain;Mountain;René Vietto ;FRA;45,69173; 5,9086300;3038350;45,17155; 5,7223900;3014728; 59,705877
1934_8;1934-07-11; 8;main;Grenoble;FR;Gap;FR;102,000;With mountain;Mountain;Giuseppe Martano ;ITA;45,17155; 5,7223900;3014728;44,56151; 6,0810600;3016702; 73,569301
1934_9;1934-07-12; 9;main;Gap;FR;Digne;FR;227,000;With mountain;Mountain;René Vietto ;FRA;44,56151; 6,0810600;3016702;44,09252; 6,2319900;3021382; 53,573347
1934_10;1934-07-13;10;main;Digne;FR;Nice;FR;156,000;Plain;Flat;René Le Grevès ;FRA;44,09252; 6,2319900;3021382;43,70313; 7,2660800;2990440; 93,590880
1934_11;1934-07-15;11;main;Nice;FR;Cannes;FR;126,000;With mountain;Mountain;René Vietto ;FRA;43,70313; 7,2660800;2990440;43,55135; 7,0127500;3028808; 26,498279
1934_12;1934-07-16;12;main;Cannes;FR;Marseille;FR;195,000;Plain;Flat;Roger Lapébie ;FRA;43,55135; 7,0127500;3028808;43,29695; 5,3810700;2995469;134,923832
1934_13;1934-07-17;13;main;Marseille;FR;Montpellier;FR;172,000;Plain;Flat;Georges Speicher ;FRA;43,29695; 5,3810700;2995469;43,61092; 3,8772300;2992166;126,449172
1934_14;1934-07-18;14;main;Montpellier;FR;Perpignan;FR;177,000;Plain;Flat;Roger Lapébie ;FRA;43,61092; 3,8772300;2992166;42,69764; 2,8954100;2987914;129,200261
1934_15;1934-07-20;15;main;Perpignan;FR;Ax-les-Thermes;FR;158,000;Plain;Flat;Roger Lapébie ;FRA;42,69764; 2,8954100;2987914;42,71968; 1,8384500;3035595; 86,492412
1934_16;1934-07-21;16;main;Ax-les-Thermes;FR;Luchon;FR;165,000;With mountain;Mountain;Adriano Vignoli ;ITA;42,71968; 1,8384500;3035595;42,79079; 0,5931500;3035416;102,094112
1934_17;1934-07-22;17;main;Luchon;FR;Tarbes;FR; 91,000;With mountain;Mountain;Antonin Magne ;FRA;42,79079; 0,5931500;3035416;43,23333; 0,0833300;2973385; 64,412328
1934_18;1934-07-23;18;main;Tarbes;FR;Pau;FR;172,000;With mountain;Mountain;René Vietto ;FRA;43,23333; 0,0833300;2973385;43,30000;-0,3666700;2988358; 37,224172
1934_19;1934-07-25;19;main;Pau;FR;Bordeaux;FR;215,000;Plain;Flat;Ettore Meini ;ITA;43,30000;-0,3666700;2988358;44,84044;-0,5805000;3031582;172,331541
1934_20;1934-07-26;20;main;Bordeaux;FR;La Rochelle;FR;183,000;Plain;Flat;Georges Speicher ;FRA;44,84044;-0,5805000;3031582;46,16667;-1,1500000;3006787;154,175323
1934_21a;1934-07-27;21;a;La Rochelle;FR;La Roche sur Yon;FR; 81,000;Plain;Flat;René Le Grevès ;FRA;46,16667;-1,1500000;3006787;46,66667;-1,4333300;3006767; 59,756154
1934_21b;1934-07-27;21;b;La Roche sur Yon;FR;Nantes;FR; 90,000;Individual time trial;Individual time trial;Antonin Magne ;FRA;46,66667;-1,4333300;3006767;47,21725;-1,5533600;2990969; 61,965449
1934_22;1934-07-28;22;main;Nantes;FR;Caen;FR;275,000;Plain;Flat;Raymond Louviot ;FRA;47,21725;-1,5533600;2990969;49,18585;-0,3591200;3029241;236,371262
1934_23;1934-07-29;23;main;Caen;FR;Paris;FR;221,000;Plain;Flat;Sylvère Maes ;BEL;49,18585;-0,3591200;3029241;48,85341; 2,3488000;2988507;201,109652
1935_1;1935-07-04; 1;main;Paris;FR;Lille;FR;262,000;Plain;Flat;Romain Maes ;BEL;48,85341; 2,3488000;2988507;50,63297; 3,0585800;2998324;204,571273
1935_2;1935-07-05; 2;main;Lille;FR;Charleville;FR;192,000;Plain;Flat;Charles Pélissier ;FRA;50,63297; 3,0585800;2998324;49,76850; 4,7248700;3026613;152,826889
1935_3;1935-07-06; 3;main;Charleville;FR;Metz;FR;161,000;Plain;Flat;Rafaele di Paco ;ITA;49,76850; 4,7248700;3026613;49,11911; 6,1726900;2994160;127,303778
1935_4;1935-07-07; 4;main;Metz;FR;Belfort;FR;220,000;With mountain;Mountain;Jean Aerts ;BEL;49,11911; 6,1726900;2994160;47,63883; 6,8541900;3033791;172,314061
1935_5a;1935-07-08; 5;a;Belfort;FR;Geneva, Switzerland;FR;262,000;Plain;Flat;Maurice Archambaud ;FRA;47,63883; 6,8541900;3033791;46,20001; 6,1499850;na_wiki;168,879071
1935_5b;1935-07-08; 5;b;Geneva;FR;Evian;FR; 58,000;Individual time trial;Individual time trial;Rafaele di Paco ;ITA;46,20222; 6,1456900;2660646;46,40111; 6,5879300;3019280; 40,582491
1935_6;1935-07-10; 6;main;Evian;FR;Aix-les-Bains;FR;207,000;With mountain;Mountain;René Vietto ;FRA;46,40111; 6,5879300;3019280;45,69173; 5,9086300;3038350; 94,818143
1935_7;1935-07-11; 7;main;Aix-les-Bains;FR;Grenoble;FR;229,000;With mountain;Mountain;Francesco Camusso ;ITA;45,69173; 5,9086300;3038350;45,17155; 5,7223900;3014728; 59,705877
1935_8;1935-07-12; 8;main;Grenoble;FR;Gap;FR;102,000;With mountain;Mountain;Jean Aerts ;BEL;45,17155; 5,7223900;3014728;44,56151; 6,0810600;3016702; 73,569301
1935_9;1935-07-13; 9;main;Gap;FR;Digne;FR;227,000;With mountain;Mountain;René Vietto ;FRA;44,56151; 6,0810600;3016702;44,09252; 6,2319900;3021382; 53,573347
1935_10;1935-07-14;10;main;Digne;FR;Nice;FR;156,000;Plain;Flat;Jean Aerts ;BEL;44,09252; 6,2319900;3021382;43,70313; 7,2660800;2990440; 93,590880
1935_11;1935-07-16;11;main;Nice;FR;Cannes;FR;126,000;With mountain;Mountain;Romain Maes ;BEL;43,70313; 7,2660800;2990440;43,55135; 7,0127500;3028808; 26,498279
1935_12;1935-07-17;12;main;Cannes;FR;Marseille;FR;195,000;Plain;Flat;Charles Pélissier ;FRA;43,55135; 7,0127500;3028808;43,29695; 5,3810700;2995469;134,923832
1935_13a;1935-07-18;13;a;Marseille;FR;Nîmes;FR;112,000;Plain;Flat;Vasco Bergamaschi ;ITA;43,29695; 5,3810700;2995469;43,83378; 4,3596200;2990363;101,780270
1935_13b;1935-07-18;13;b;Nîmes;FR;Montpellier;FR; 56,000;Individual time trial;Individual time trial;Georges Speicher ;FRA;43,83378; 4,3596200;2990363;43,61092; 3,8772300;2992166; 46,060318
1935_14a;1935-07-19;14;a;Montpellier;FR;Narbonne;FR;103,000;Plain;Flat;René Le Grevès ;FRA;43,61092; 3,8772300;2992166;43,18396; 3,0014100;2990919; 85,307200
1935_14b;1935-07-19;14;b;Narbonne;FR;Perpignan;FR; 63,000;Individual time trial;Individual time trial;Maurice Archambaud ;FRA;43,18396; 3,0014100;2990919;42,69764; 2,8954100;2987914; 54,821711
1935_15;1935-07-20;15;main;Perpignan;FR;Luchon;FR;325,000;With mountain;Mountain;Sylvère Maes ;BEL;42,69764; 2,8954100;2987914;42,79079; 0,5931500;3035416;188,493974
1935_16;1935-07-22;16;main;Luchon;FR;Pau;FR;194,000;With mountain;Mountain;Ambrogio Morelli ;ITA;42,79079; 0,5931500;3035416;43,30000;-0,3666700;2988358; 96,489570
1935_17;1935-07-24;17;main;Pau;FR;Bordeaux;FR;224,000;Plain;Flat;Julien Moineau ;FRA;43,30000;-0,3666700;2988358;44,84044;-0,5805000;3031582;172,331541
1935_18a;1935-07-25;18;a;Bordeaux;FR;Rochefort;FR;158,000;Plain;Flat;René Le Grevès ;FRA;44,84044;-0,5805000;3031582;45,94117;-0,9541100;11886629;125,965170
1935_18b;1935-07-25;18;b;Rochefort;FR;La Rochelle;FR; 33,000;Individual time trial;Individual time trial;André Leducq ;FRA;45,94117;-0,9541100;11886629;46,16667;-1,1500000;3006787; 29,311270
1935_19a;1935-07-26;19;a;La Rochelle;FR;La Roche sur Yon;FR; 81,000;Plain;Flat;René Le Grevès ;FRA;46,16667;-1,1500000;3006787;46,66667;-1,4333300;3006767; 59,756154
1935_19b;1935-07-26;19;b;La Roche sur Yon;FR;Nantes;FR; 95,000;Individual time trial;Individual time trial;Jean Aerts ;BEL;46,66667;-1,4333300;3006767;47,21725;-1,5533600;2990969; 61,965449
1935_20a;1935-07-27;20;a;Nantes;FR;Vire;FR;220,000;Plain;Flat;René Le Grevès ;FRA;47,21725;-1,5533600;2990969;48,83333;-0,8833300;2967972;186,687139
1935_20b;1935-07-27;20;b;Vire;FR;Caen;FR; 55,000;Individual time trial;Individual time trial;Ambrogio Morelli ;ITA;48,83333;-0,8833300;2967972;49,18585;-0,3591200;3029241; 54,818314
1935_21;1935-07-28;21;main;Caen;FR;Paris;FR;221,000;Plain;Flat;Romain Maes ;BEL;49,18585;-0,3591200;3029241;48,85341; 2,3488000;2988507;201,109652
1936_1;1936-07-07; 1;main;Paris;FR;Lille;FR;258,000;Plain;Flat;Paul Egli ;SUI;48,85341; 2,3488000;2988507;50,63297; 3,0585800;2998324;204,571273
1936_2;1936-07-08; 2;main;Lille;FR;Charleville;FR;192,000;Plain;Flat;Robert Wierinckx ;BEL;50,63297; 3,0585800;2998324;49,76850; 4,7248700;3026613;152,826889
1936_3;1936-07-09; 3;main;Charleville;FR;Metz;FR;161,000;Plain;Flat;Mathias Clemens ;LUX;49,76850; 4,7248700;3026613;49,11911; 6,1726900;2994160;127,303778
1936_4;1936-07-10; 4;main;Metz;FR;Belfort;FR;220,000;With mountain;Mountain;Maurice Archambaud ;FRA;49,11911; 6,1726900;2994160;47,63883; 6,8541900;3033791;172,314061
1936_5;1936-07-11; 5;main;Belfort;FR;Évian-les-Bains;FR;298,000;Plain;Flat;René Le Grèves ;FRA;47,63883; 6,8541900;3033791;46,40111; 6,5879300;3019280;139,255964
1936_6;1936-07-13; 6;main;Évian-les-Bains;FR;Aix-les-Bains;FR;212,000;With mountain;Mountain;Éloi Meulenberg ;BEL;46,40111; 6,5879300;3019280;45,69173; 5,9086300;3038350; 94,818143
1936_7;1936-07-14; 7;main;Aix-les-Bains;FR;Grenoble;FR;230,000;With mountain;Mountain;Theo Middelkamp ;NED;45,69173; 5,9086300;3038350;45,17155; 5,7223900;3014728; 59,705877
1936_8;1936-07-15; 8;main;Grenoble;FR;Briançon;FR;194,000;With mountain;Mountain;Jean-Marie Goasmat ;FRA;45,17155; 5,7223900;3014728;44,89978; 6,6420100;3030142; 78,413126
1936_9;1936-07-16; 9;main;Briançon;FR;Digne;FR;220,000;With mountain;Mountain;Léon Level ;FRA;44,89978; 6,6420100;3030142;44,09252; 6,2319900;3021382; 95,579276
1936_10;1936-07-18;10;main;Digne;FR;Nice;FR;156,000;Plain;Flat;Paul Maye ;FRA;44,09252; 6,2319900;3021382;43,70313; 7,2660800;2990440; 93,590880
1936_11;1936-07-19;11;main;Nice;FR;Cannes;FR;126,000;With mountain;Mountain;Federico Ezquerra ;ESP;43,70313; 7,2660800;2990440;43,55135; 7,0127500;3028808; 26,498279
1936_12;1936-07-21;12;main;Cannes;FR;Marseille;FR;195,000;Plain;Flat;René Le Grevès ;FRA;43,55135; 7,0127500;3028808;43,29695; 5,3810700;2995469;134,923832
1936_13a;1936-07-22;13;a;Marseille;FR;Nîmes;FR;112,000;Plain;Flat;René Le Grevès ;FRA;43,29695; 5,3810700;2995469;43,83378; 4,3596200;2990363;101,780270
1936_13b;1936-07-22;13;b;Nîmes;FR;Montpellier;FR; 52,000;Individual time trial;Individual time trial;Sylvère Maes ;BEL;43,83378; 4,3596200;2990363;43,61092; 3,8772300;2992166; 46,060318
1936_14a;1936-07-23;14;a;Montpellier;FR;Narbonne;FR;103,000;Plain;Flat;René Le Grevès ;FRA;43,61092; 3,8772300;2992166;43,18396; 3,0014100;2990919; 85,307200
1936_14b;1936-07-23;14;b;Narbonne;FR;Perpignan;FR; 63,000;Individual time trial;Individual time trial;Sylvère Maes ;BEL;43,18396; 3,0014100;2990919;42,69764; 2,8954100;2987914; 54,821711
1936_15;1936-07-25;15;main;Perpignan;FR;Luchon;FR;325,000;With mountain;Mountain;Sauveur Ducazeaux ;FRA;42,69764; 2,8954100;2987914;42,79079; 0,5931500;3035416;188,493974
1936_16;1936-07-27;16;main;Luchon;FR;Pau;FR;194,000;With mountain;Mountain;Sylvère Maes ;BEL;42,79079; 0,5931500;3035416;43,30000;-0,3666700;2988358; 96,489570
1936_17;1936-07-29;17;main;Pau;FR;Bordeaux;FR;229,000;Plain;Flat;René Le Grevès ;FRA;43,30000;-0,3666700;2988358;44,84044;-0,5805000;3031582;172,331541
1936_18a;1936-07-30;18;a;Bordeaux;FR;Saintes;FR;117,000;Plain;Flat;Éloi Meulenberg ;BEL;44,84044;-0,5805000;3031582;45,75000;-0,6333300;2980340;101,336230
1936_18b;1936-07-30;18;b;Saintes;FR;La Rochelle;FR; 75,000;Individual time trial;Individual time trial;Sylvère Maes ;BEL;45,75000;-0,6333300;2980340;46,16667;-1,1500000;3006787; 61,237946
