stage_id;date;stage_number;sub_stage;start_place;start_country;end_place;end_country;distance_km;terrain;terrain_group;winner_name;winner_country;start_lat;start_long;start_gnid;end_lat;end_long;end_gnid;dist_start_end
1903_1;1903-07-01; 1;main;Paris;FR;Lyon;FR;467,000;Plain;Flat;Maurice Garin ;FRA;48,85341; 2,3488000;2988507;45,74846; 4,8467100;2996944;393,680319
1903_2;1903-07-05; 2;main;Lyon;FR;Marseille;FR;374,000;With mountain;Mountain;Hippolyte Aucouturier ;FRA;45,74846; 4,8467100;2996944;43,29695; 5,3810700;2995469;276,174732
1903_3;1903-07-08; 3;main;Marseille;FR;Toulouse;FR;423,000;Plain;Flat;Hippolyte Aucouturier ;FRA;43,29695; 5,3810700;2995469;43,60426; 1,4436700;2972315;320,001175
1903_4;1903-07-12; 4;main;Toulouse;FR;Bordeaux;FR;268,000;Plain;Flat;Charles Laeser ;SUI;43,60426; 1,4436700;2972315;44,84044;-0,5805000;3031582;212,149266
1903_5;1903-07-13; 5;main;Bordeaux;FR;Nantes;FR;425,000;Plain;Flat;Maurice Garin ;FRA;44,84044;-0,5805000;3031582;47,21725;-1,5533600;2990969;275,055582
1903_6;1903-07-18; 6;main;Nantes;FR;Paris;FR;471,000;Plain;Flat;Maurice Garin ;FRA;47,21725;-1,5533600;2990969;48,85341; 2,3488000;2988507;342,778270
1904_1;1904-07-02; 1;main;Montgeron;FR;Lyon;FR;467,000;Plain;Flat;Maurice Garin ;FRA;48,70543; 2,4503900;2992536;45,74846; 4,8467100;2996944;375,676871
1904_2;1904-07-09; 2;main;Lyon;FR;Marseille;FR;374,000;With mountain;Mountain;Hippolyte Aucouturier ;FRA;45,74846; 4,8467100;2996944;43,29695; 5,3810700;2995469;276,174732
1904_3;1904-07-13; 3;main;Marseille;FR;Toulouse;FR;424,000;Plain;Flat;Hippolyte Aucouturier ;FRA;43,29695; 5,3810700;2995469;43,60426; 1,4436700;2972315;320,001175
1904_4;1904-07-17; 4;main;Toulouse;FR;Bordeaux;FR;268,000;Plain;Flat;Lucien Pothier ;FRA;43,60426; 1,4436700;2972315;44,84044;-0,5805000;3031582;212,149266
1904_5;1904-07-20; 5;main;Bordeaux;FR;Nantes;FR;425,000;Plain;Flat;Hippolyte Aucouturier ;FRA;44,84044;-0,5805000;3031582;47,21725;-1,5533600;2990969;275,055582
1904_6;1904-07-23; 6;main;Nantes;FR;Paris;FR;471,000;Plain;Flat;Hippolyte Aucouturier ;FRA;47,21725;-1,5533600;2990969;48,85341; 2,3488000;2988507;342,778270
1905_1;1905-07-09; 1;main;Paris;FR;Nancy;FR;340,000;Plain;Flat;Louis Trousselier ;FRA;48,85341; 2,3488000;2988507;48,68439; 6,1849600;2990999;282,058713
1905_2;1905-07-11; 2;main;Nancy;FR;Besançon;FR;299,000;With mountain;Mountain;Hippolyte Aucouturier ;FRA;48,68439; 6,1849600;2990999;47,24878; 6,0181500;3033123;160,294178
1905_3;1905-07-14; 3;main;Besançon;FR;Grenoble;FR;327,000;Plain;Flat;Louis Trousselier ;FRA;47,24878; 6,0181500;3033123;45,17155; 5,7223900;3014728;232,355401
1905_4;1905-07-16; 4;main;Grenoble;FR;Toulon;FR;348,000;With mountain;Mountain;Hippolyte Aucouturier ;FRA;45,17155; 5,7223900;3014728;43,12442; 5,9283600;2972328;228,478337
1905_5;1905-07-18; 5;main;Toulon;FR;Nîmes;FR;192,000;Plain;Flat;Louis Trousselier ;FRA;43,12442; 5,9283600;2972328;43,83378; 4,3596200;2990363;149,303429
1905_6;1905-07-20; 6;main;Nîmes;FR;Toulouse;FR;307,000;Plain;Flat;Jean-Baptiste Dortignacq ;FRA;43,83378; 4,3596200;2990363;43,60426; 1,4436700;2972315;235,976766
1905_7;1905-07-22; 7;main;Toulouse;FR;Bordeaux;FR;268,000;Plain;Flat;Louis Trousselier ;FRA;43,60426; 1,4436700;2972315;44,84044;-0,5805000;3031582;212,149266
1905_8;1905-07-24; 8;main;Bordeaux;FR;La Rochelle;FR;257,000;Plain;Flat;Hippolyte Aucouturier ;FRA;44,84044;-0,5805000;3031582;46,16667;-1,1500000;3006787;154,175323
1905_9;1905-07-26; 9;main;La Rochelle;FR;Rennes;FR;263,000;Plain;Flat;Louis Trousselier ;FRA;46,16667;-1,1500000;3006787;48,11198;-1,6742900;2983990;220,158371
1905_10;1905-07-28;10;main;Rennes;FR;Caen;FR;167,000;Plain;Flat;Jean-Baptiste Dortignacq ;FRA;48,11198;-1,6742900;2983990;49,18585;-0,3591200;3029241;153,767998
1905_11;1905-07-29;11;main;Caen;FR;Paris;FR;253,000;Plain;Flat;Jean-Baptiste Dortignacq ;FRA;49,18585;-0,3591200;3029241;48,85341; 2,3488000;2988507;201,109652
1906_1;1906-07-04; 1;main;Paris;FR;Lille;FR;275,000;Plain;Flat;Emile Georget ;FRA;48,85341; 2,3488000;2988507;50,63297; 3,0585800;2998324;204,571273
1906_2;1906-07-06; 2;main;Douai;FR;Nancy;FR;400,000;Plain;Flat;René Pottier ;FRA;50,36667; 3,0666700;3021000;48,68439; 6,1849600;2990999;292,941581
1906_3;1906-07-08; 3;main;Nancy;FR;Dijon;FR;416,000;With mountain;Mountain;René Pottier ;FRA;48,68439; 6,1849600;2990999;47,31667; 5,0166700;3021372;175,363095
1906_4;1906-07-10; 4;main;Dijon;FR;Grenoble;FR;311,000;Plain;Flat;René Pottier ;FRA;47,31667; 5,0166700;3021372;45,17155; 5,7223900;3014728;244,893487
1906_5;1906-07-12; 5;main;Grenoble;FR;Nice;FR;345,000;With mountain;Mountain;René Pottier ;FRA;45,17155; 5,7223900;3014728;43,70313; 7,2660800;2990440;204,381262
1906_6;1906-07-14; 6;main;Nice;FR;Marseille;FR;292,000;Plain;Flat;Georges Passerieu ;FRA;43,70313; 7,2660800;2990440;43,29695; 5,3810700;2995469;158,780928
1906_7;1906-07-16; 7;main;Marseille;FR;Toulouse;FR;480,000;Plain;Flat;Louis Trousselier ;FRA;43,29695; 5,3810700;2995469;43,60426; 1,4436700;2972315;320,001175
1906_8;1906-07-18; 8;main;Toulouse;FR;Bayonne;FR;300,000;Plain;Flat;Jean-Baptiste Dortignacq ;FRA;43,60426; 1,4436700;2972315;43,48333;-1,4833300;3034475;236,549793
1906_9;1906-07-20; 9;main;Bayonne;FR;Bordeaux;FR;338,000;Plain;Flat;Louis Trousselier ;FRA;43,48333;-1,4833300;3034475;44,84044;-0,5805000;3031582;167,392120
1906_10;1906-07-22;10;main;Bordeaux;FR;Nantes;FR;391,000;Plain;Flat;Louis Trousselier ;FRA;44,84044;-0,5805000;3031582;47,21725;-1,5533600;2990969;275,055582
1906_11;1906-07-24;11;main;Nantes;FR;Brest;FR;321,000;Plain;Flat;Louis Trousselier ;FRA;47,21725;-1,5533600;2990969;48,39029;-4,4862800;3030300;255,202669
1906_12;1906-07-26;12;main;Brest;FR;Caen;FR;415,000;Plain;Flat;Georges Passerieu ;FRA;48,39029;-4,4862800;3030300;49,18585;-0,3591200;3029241;315,338312
1906_13;1906-07-29;13;main;Caen;FR;Paris;FR;259,000;Plain;Flat;René Pottier ;FRA;49,18585;-0,3591200;3029241;48,85341; 2,3488000;2988507;201,109652
1907_1;1907-07-08; 1;main;Paris;FR;Roubaix;FR;272,000;Plain;Flat;Louis Trousselier ;FRA;48,85341; 2,3488000;2988507;50,69421; 3,1745600;2982681;213,338911
1907_2;1907-07-10; 2;main;Roubaix;FR;Metz;FR;398,000;Plain;Flat;Emile Georget ;FRA;50,69421; 3,1745600;2982681;49,11911; 6,1726900;2994160;277,352851
1907_3;1907-07-12; 3;main;Metz;FR;Belfort;FR;259,000;With mountain;Mountain;Emile Georget ;FRA;49,11911; 6,1726900;2994160;47,63883; 6,8541900;3033791;172,314061
1907_4;1907-07-14; 4;main;Belfort;FR;Lyon;FR;309,000;With mountain;Mountain;Marcel Cadolle ;FRA;47,63883; 6,8541900;3033791;45,74846; 4,8467100;2996944;260,320476
1907_5;1907-07-16; 5;main;Lyon;FR;Grenoble;FR;311,000;With mountain;Mountain;Emile Georget ;FRA;45,74846; 4,8467100;2996944;45,17155; 5,7223900;3014728; 93,803427
1907_6;1907-07-18; 6;main;Grenoble;FR;Nice;FR;345,000;With mountain;Mountain;Georges Passerieu ;FRA;45,17155; 5,7223900;3014728;43,70313; 7,2660800;2990440;204,381262
1907_7;1907-07-20; 7;main;Nice;FR;Nîmes;FR;345,000;Plain;Flat;Emile Georget ;FRA;43,70313; 7,2660800;2990440;43,83378; 4,3596200;2990363;234,085707
1907_8;1907-07-22; 8;main;Nîmes;FR;Toulouse;FR;303,000;Plain;Flat;Emile Georget ;FRA;43,83378; 4,3596200;2990363;43,60426; 1,4436700;2972315;235,976766
1907_9;1907-07-24; 9;main;Toulouse;FR;Bayonne;FR;299,000;Plain;Flat;Lucien Petit-Breton ;FRA;43,60426; 1,4436700;2972315;43,48333;-1,4833300;3034475;236,549793
1907_10;1907-07-26;10;main;Bayonne;FR;Bordeaux;FR;269,000;Plain;Flat;Gustave Garrigou ;FRA;43,48333;-1,4833300;3034475;44,84044;-0,5805000;3031582;167,392120
1907_11;1907-07-28;11;main;Bordeaux;FR;Nantes;FR;391,000;Plain;Flat;Lucien Petit-Breton ;FRA;44,84044;-0,5805000;3031582;47,21725;-1,5533600;2990969;275,055582
1907_12;1907-07-30;12;main;Nantes;FR;Brest;FR;321,000;Plain;Flat;Gustave Garrigou ;FRA;47,21725;-1,5533600;2990969;48,39029;-4,4862800;3030300;255,202669
1907_13;1907-08-01;13;main;Brest;FR;Caen;FR;415,000;Plain;Flat;Emile Georget ;FRA;48,39029;-4,4862800;3030300;49,18585;-0,3591200;3029241;315,338312
1907_14;1907-08-04;14;main;Caen;FR;Paris;FR;251,000;Plain;Flat;Georges Passerieu ;FRA;49,18585;-0,3591200;3029241;48,85341; 2,3488000;2988507;201,109652
1908_1;1908-07-13; 1;main;Paris;FR;Roubaix;FR;272,000;Plain;Flat;Georges Passerieu ;FRA;48,85341; 2,3488000;2988507;50,69421; 3,1745600;2982681;213,338911
1908_2;1908-07-15; 2;main;Roubaix;FR;Metz;FR;398,000;Plain;Flat;Lucien Petit-Breton ;FRA;50,69421; 3,1745600;2982681;49,11911; 6,1726900;2994160;277,352851
1908_3;1908-07-17; 3;main;Metz;FR;Belfort;FR;259,000;With mountain;Mountain;François Faber ;LUX;49,11911; 6,1726900;2994160;47,63883; 6,8541900;3033791;172,314061
1908_4;1908-07-19; 4;main;Belfort;FR;Lyon;FR;309,000;With mountain;Mountain;François Faber ;LUX;47,63883; 6,8541900;3033791;45,74846; 4,8467100;2996944;260,320476
1908_5;1908-07-21; 5;main;Lyon;FR;Grenoble;FR;311,000;With mountain;Mountain;Georges Passerieu ;FRA;45,74846; 4,8467100;2996944;45,17155; 5,7223900;3014728; 93,803427
1908_6;1908-07-23; 6;main;Grenoble;FR;Nice;FR;345,000;With mountain;Mountain;Jean-Baptiste Dortignacq ;FRA;45,17155; 5,7223900;3014728;43,70313; 7,2660800;2990440;204,381262
1908_7;1908-07-25; 7;main;Nice;FR;Nîmes;FR;354,000;Plain;Flat;Lucien Petit-Breton ;FRA;43,70313; 7,2660800;2990440;43,83378; 4,3596200;2990363;234,085707
1908_8;1908-07-27; 8;main;Nîmes;FR;Toulouse;FR;303,000;Plain;Flat;François Faber ;LUX;43,83378; 4,3596200;2990363;43,60426; 1,4436700;2972315;235,976766
1908_9;1908-07-29; 9;main;Toulouse;FR;Bayonne;FR;299,000;Plain;Flat;Lucien Petit-Breton ;FRA;43,60426; 1,4436700;2972315;43,48333;-1,4833300;3034475;236,549793
1908_10;1908-07-31;10;main;Bayonne;FR;Bordeaux;FR;269,000;Plain;Flat;Georges Paulmier ;FRA;43,48333;-1,4833300;3034475;44,84044;-0,5805000;3031582;167,392120
1908_11;1908-08-02;11;main;Bordeaux;FR;Nantes;FR;391,000;Plain;Flat;Lucien Petit-Breton ;FRA;44,84044;-0,5805000;3031582;47,21725;-1,5533600;2990969;275,055582
1908_12;1908-08-04;12;main;Nantes;FR;Brest;FR;321,000;Plain;Flat;François Faber ;LUX;47,21725;-1,5533600;2990969;48,39029;-4,4862800;3030300;255,202669
1908_13;1908-08-06;13;main;Brest;FR;Caen;FR;415,000;Plain;Flat;Georges Passerieu ;FRA;48,39029;-4,4862800;3030300;49,18585;-0,3591200;3029241;315,338312
1908_14;1908-08-09;14;main;Caen;FR;Paris;FR;251,000;Plain;Flat;Lucien Petit-Breton ;FRA;49,18585;-0,3591200;3029241;48,85341; 2,3488000;2988507;201,109652
1909_1;1909-07-05; 1;main;Paris;FR;Roubaix;FR;272,000;Plain;Flat;Cyrille van Hauwaert ;BEL;48,85341; 2,3488000;2988507;50,69421; 3,1745600;2982681;213,338911
1909_2;1909-07-07; 2;main;Roubaix;FR;Metz;FR;398,000;Plain;Flat;François Faber ;LUX;50,69421; 3,1745600;2982681;49,11911; 6,1726900;2994160;277,352851
1909_3;1909-07-09; 3;main;Metz;FR;Belfort;FR;259,000;With mountain;Mountain;François Faber ;LUX;49,11911; 6,1726900;2994160;47,63883; 6,8541900;3033791;172,314061
1909_4;1909-07-11; 4;main;Belfort;FR;Lyon;FR;309,000;With mountain;Mountain;François Faber ;LUX;47,63883; 6,8541900;3033791;45,74846; 4,8467100;2996944;260,320476
1909_5;1909-07-13; 5;main;Lyon;FR;Grenoble;FR;311,000;With mountain;Mountain;François Faber ;LUX;45,74846; 4,8467100;2996944;45,17155; 5,7223900;3014728; 93,803427
1909_6;1909-07-15; 6;main;Grenoble;FR;Nice;FR;346,000;With mountain;Mountain;François Faber ;LUX;45,17155; 5,7223900;3014728;43,70313; 7,2660800;2990440;204,381262
1909_7;1909-07-17; 7;main;Nice;FR;Nîmes;FR;345,000;Plain;Flat;Ernest Paul ;FRA;43,70313; 7,2660800;2990440;43,83378; 4,3596200;2990363;234,085707
1909_8;1909-07-19; 8;main;Nîmes;FR;Toulouse;FR;303,000;Plain;Flat;Jean Alavoine ;FRA;43,83378; 4,3596200;2990363;43,60426; 1,4436700;2972315;235,976766
1909_9;1909-07-21; 9;main;Toulouse;FR;Bayonne;FR;299,000;Plain;Flat;Constant Ménager ;FRA;43,60426; 1,4436700;2972315;43,48333;-1,4833300;3034475;236,549793
1909_10;1909-07-23;10;main;Bayonne;FR;Bordeaux;FR;269,000;Plain;Flat;François Faber ;LUX;43,48333;-1,4833300;3034475;44,84044;-0,5805000;3031582;167,392120
1909_11;1909-07-25;11;main;Bordeaux;FR;Nantes;FR;391,000;Plain;Flat;Louis Trousselier ;FRA;44,84044;-0,5805000;3031582;47,21725;-1,5533600;2990969;275,055582
1909_12;1909-07-27;12;main;Nantes;FR;Brest;FR;321,000;Plain;Flat;Gustave Garrigou ;FRA;47,21725;-1,5533600;2990969;48,39029;-4,4862800;3030300;255,202669
1909_13;1909-07-29;13;main;Brest;FR;Caen;FR;424,000;Plain;Flat;Paul Duboc ;FRA;48,39029;-4,4862800;3030300;49,18585;-0,3591200;3029241;315,338312
1909_14;1909-08-01;14;main;Caen;FR;Paris;FR;250,000;Plain;Flat;Jean Alavoine ;FRA;49,18585;-0,3591200;3029241;48,85341; 2,3488000;2988507;201,109652
1910_1;1910-07-03; 1;main;Paris;FR;Roubaix;FR;269,000;Plain;Flat;Charles Crupelandt ;FRA;48,85341; 2,3488000;2988507;50,69421; 3,1745600;2982681;213,338911
1910_2;1910-07-05; 2;main;Roubaix;FR;Metz;FR;398,000;Plain;Flat;François Faber ;LUX;50,69421; 3,1745600;2982681;49,11911; 6,1726900;2994160;277,352851
1910_3;1910-07-07; 3;main;Metz;FR;Belfort;FR;259,000;With mountain;Mountain;Emile Georget ;FRA;49,11911; 6,1726900;2994160;47,63883; 6,8541900;3033791;172,314061
1910_4;1910-07-09; 4;main;Belfort;FR;Lyon;FR;309,000;With mountain;Mountain;François Faber ;LUX;47,63883; 6,8541900;3033791;45,74846; 4,8467100;2996944;260,320476
1910_5;1910-07-11; 5;main;Lyon;FR;Grenoble;FR;311,000;With mountain;Mountain;Octave Lapize ;FRA;45,74846; 4,8467100;2996944;45,17155; 5,7223900;3014728; 93,803427
1910_6;1910-07-13; 6;main;Grenoble;FR;Nice;FR;345,000;With mountain;Mountain;Julien Maitron ;FRA;45,17155; 5,7223900;3014728;43,70313; 7,2660800;2990440;204,381262
1910_7;1910-07-15; 7;main;Nice;FR;Nîmes;FR;345,000;Plain;Flat;François Faber ;LUX;43,70313; 7,2660800;2990440;43,83378; 4,3596200;2990363;234,085707
1910_8;1910-07-17; 8;main;Nîmes;FR;Perpignan;FR;216,000;Plain;Flat;Georges Paulmier ;FRA;43,83378; 4,3596200;2990363;42,69764; 2,8954100;2987914;173,439154
1910_9;1910-07-19; 9;main;Perpignan;FR;Luchon;FR;289,000;With mountain;Mountain;Octave Lapize ;FRA;42,69764; 2,8954100;2987914;42,79079; 0,5931500;3035416;188,493974
1910_10;1910-07-21;10;main;Luchon;FR;Bayonne;FR;326,000;With mountain;Mountain;Octave Lapize ;FRA;42,79079; 0,5931500;3035416;43,48333;-1,4833300;3034475;185,452162
1910_11;1910-07-23;11;main;Bayonne;FR;Bordeaux;FR;269,000;Plain;Flat;Ernest Paul ;FRA;43,48333;-1,4833300;3034475;44,84044;-0,5805000;3031582;167,392120
1910_12;1910-07-25;12;main;Bordeaux;FR;Nantes;FR;391,000;Plain;Flat;Louis Trousselier ;FRA;44,84044;-0,5805000;3031582;47,21725;-1,5533600;2990969;275,055582
1910_13;1910-07-27;13;main;Nantes;FR;Brest;FR;321,000;Plain;Flat;Gustave Garrigou ;FRA;47,21725;-1,5533600;2990969;48,39029;-4,4862800;3030300;255,202669
1910_14;1910-07-29;14;main;Brest;FR;Caen;FR;424,000;Plain;Flat;Octave Lapize ;FRA;48,39029;-4,4862800;3030300;49,18585;-0,3591200;3029241;315,338312
1910_15;1910-07-31;15;main;Caen;FR;Paris;FR;262,000;Plain;Flat;Ernesto Azzini ;ITA;49,18585;-0,3591200;3029241;48,85341; 2,3488000;2988507;201,109652
1911_1;1911-07-02; 1;main;Paris;FR;Dunkerque;FR;351,000;Plain;Flat;Gustave Garrigou ;FRA;48,85341; 2,3488000;2988507;51,03297; 2,3770000;3020686;242,635915
1911_2;1911-07-04; 2;main;Dunkerque;FR;Longwy;FR;388,000;Plain;Flat;Jules Masselis ;BEL;51,03297; 2,3770000;3020686;49,52170; 5,7619200;2997638;293,705259
1911_3;1911-07-06; 3;main;Longwy;FR;Belfort;FR;331,000;With mountain;Mountain;François Faber ;LUX;49,52170; 5,7619200;2997638;47,63883; 6,8541900;3033791;224,499493
1911_4;1911-07-08; 4;main;Belfort;FR;Chamonix;FR;344,000;With mountain;Mountain;Charles Crupelandt ;FRA;47,63883; 6,8541900;3033791;45,92375; 6,8693300;3027301;190,925319
1911_5;1911-07-10; 5;main;Chamonix;FR;Grenoble;FR;366,000;With mountain;Mountain;Émile Georget ;FRA;45,92375; 6,8693300;3027301;45,17155; 5,7223900;3014728;122,497907
1911_6;1911-07-12; 6;main;Grenoble;FR;Nice;FR;348,000;With mountain;Mountain;François Faber ;LUX;45,17155; 5,7223900;3014728;43,70313; 7,2660800;2990440;204,381262
1911_7;1911-07-14; 7;main;Nice;FR;Marseille;FR;334,000;With mountain;Mountain;Charles Crupelandt ;FRA;43,70313; 7,2660800;2990440;43,29695; 5,3810700;2995469;158,780928
1911_8;1911-07-16; 8;main;Marseille;FR;Perpignan;FR;335,000;Plain;Flat;Paul Duboc ;FRA;43,29695; 5,3810700;2995469;42,69764; 2,8954100;2987914;213,079052
1911_9;1911-07-18; 9;main;Perpignan;FR;Luchon;FR;289,000;With mountain;Mountain;Paul Duboc ;FRA;42,69764; 2,8954100;2987914;42,79079; 0,5931500;3035416;188,493974
1911_10;1911-07-20;10;main;Luchon;FR;Bayonne;FR;326,000;With mountain;Mountain;Maurice Brocco ;FRA;42,79079; 0,5931500;3035416;43,48333;-1,4833300;3034475;185,452162
1911_11;1911-07-22;11;main;Bayonne;FR;La Rochelle;FR;379,000;Plain;Flat;Paul Duboc ;FRA;43,48333;-1,4833300;3034475;46,16667;-1,1500000;3006787;299,864352
1911_12;1911-07-23;12;main;La Rochelle;FR;Brest;FR;470,000;Plain;Flat;Marcel Godivier ;FRA;46,16667;-1,1500000;3006787;48,39029;-4,4862800;3030300;353,148009
1911_13;1911-07-26;13;main;Brest;FR;Cherbourg;FR;405,000;Plain;Flat;Gustave Garrigou ;FRA;48,39029;-4,4862800;3030300;49,63984;-1,6163600;3025466;251,473291
1911_14;1911-07-28;14;main;Cherbourg;FR;Le Havre;FR;361,000;Plain;Flat;Paul Duboc ;FRA;49,63984;-1,6163600;3025466;49,49380; 0,1076700;3003796;125,524894
1911_15;1911-07-30;15;main;Le Havre;FR;Paris;FR;317,000;Plain;Flat;Marcel Godivier ;FRA;49,49380; 0,1076700;3003796;48,85341; 2,3488000;2988507;177,992469
1912_1;1912-06-30; 1;main;Paris;FR;Dunkerque;FR;351,000;Plain;Flat;Charles Crupelandt ;FRA;48,85341; 2,3488000;2988507;51,03297; 2,3770000;3020686;242,635915
1912_2;1912-07-02; 2;main;Dunkerque;FR;Longwy;FR;388,000;Plain;Flat;Odile Defraye ;BEL;51,03297; 2,3770000;3020686;49,52170; 5,7619200;2997638;293,705259
1912_3;1912-07-04; 3;main;Longwy;FR;Belfort;FR;331,000;With mountain;Mountain;Eugène Christophe ;FRA;49,52170; 5,7619200;2997638;47,63883; 6,8541900;3033791;224,499493
1912_4;1912-07-06; 4;main;Belfort;FR;Chamonix;FR;344,000;With mountain;Mountain;Eugène Christophe ;FRA;47,63883; 6,8541900;3033791;45,92375; 6,8693300;3027301;190,925319
1912_5;1912-07-08; 5;main;Chamonix;FR;Grenoble;FR;366,000;With mountain;Mountain;Eugène Christophe ;FRA;45,92375; 6,8693300;3027301;45,17155; 5,7223900;3014728;122,497907
1912_6;1912-07-10; 6;main;Grenoble;FR;Nice;FR;323,000;With mountain;Mountain;Octave Lapize ;FRA;45,17155; 5,7223900;3014728;43,70313; 7,2660800;2990440;204,381262
1912_7;1912-07-12; 7;main;Nice;FR;Marseille;FR;334,000;With mountain;Mountain;Odile Defraye ;BEL;43,70313; 7,2660800;2990440;43,29695; 5,3810700;2995469;158,780928
1912_8;1912-07-14; 8;main;Marseille;FR;Perpignan;FR;335,000;Plain;Flat;Vicenzo Borgarello ;ITA;43,29695; 5,3810700;2995469;42,69764; 2,8954100;2987914;213,079052
1912_9;1912-07-16; 9;main;Perpignan;FR;Luchon;FR;289,000;With mountain;Mountain;Odile Defraye ;BEL;42,69764; 2,8954100;2987914;42,79079; 0,5931500;3035416;188,493974
1912_10;1912-07-18;10;main;Luchon;FR;Bayonne;FR;326,000;With mountain;Mountain;Louis Mottiat ;BEL;42,79079; 0,5931500;3035416;43,48333;-1,4833300;3034475;185,452162
1912_11;1912-07-20;11;main;Bayonne;FR;La Rochelle;FR;379,000;Plain;Flat;Jean Alavoine ;FRA;43,48333;-1,4833300;3034475;46,16667;-1,1500000;3006787;299,864352
1912_12;1912-07-21;12;main;La Rochelle;FR;Brest;FR;470,000;Plain;Flat;Louis Heusghem ;BEL;46,16667;-1,1500000;3006787;48,39029;-4,4862800;3030300;353,148009
1912_13;1912-07-24;13;main;Brest;FR;Cherbourg;FR;405,000;Plain;Flat;Jean Alavoine ;FRA;48,39029;-4,4862800;3030300;49,63984;-1,6163600;3025466;251,473291
1912_14;1912-07-26;14;main;Cherbourg;FR;Le Havre;FR;361,000;Plain;Flat;Vicenzo Borgarello ;ITA;49,63984;-1,6163600;3025466;49,49380; 0,1076700;3003796;125,524894
1912_15;1912-07-28;15;main;Le Havre;FR;Paris;FR;317,000;Plain;Flat;Jean Alavoine ;FRA;49,49380; 0,1076700;3003796;48,85341; 2,3488000;2988507;177,992469
1913_1;1913-06-29; 1;main;Paris;FR;Le Havre;FR;388,000;Plain;Flat;Giovanni Micheletto ;ITA;48,85341; 2,3488000;2988507;49,49380; 0,1076700;3003796;177,992469
1913_2;1913-07-01; 2;main;Le Havre;FR;Cherbourg;FR;364,000;Plain;Flat;Jules Masselis ;BEL;49,49380; 0,1076700;3003796;49,63984;-1,6163600;3025466;125,524894
1913_3;1913-07-03; 3;main;Cherbourg;FR;Brest;FR;405,000;Plain;Flat;Henri Pelissier ;FRA;49,63984;-1,6163600;3025466;48,39029;-4,4862800;3030300;251,473291
1913_4;1913-07-05; 4;main;Brest;FR;La Rochelle;FR;470,000;Plain;Flat;Marcel Buysse ;BEL;48,39029;-4,4862800;3030300;46,16667;-1,1500000;3006787;353,148009
1913_5;1913-07-07; 5;main;La Rochelle;FR;Bayonne;FR;379,000;Plain;Flat;Henri Van Lerberghe ;BEL;46,16667;-1,1500000;3006787;43,48333;-1,4833300;3034475;299,864352
1913_6;1913-07-09; 6;main;Bayonne;FR;Luchon;FR;326,000;With mountain;Mountain;Philippe Thys ;BEL;43,48333;-1,4833300;3034475;42,79079; 0,5931500;3035416;185,452162
1913_7;1913-07-11; 7;main;Luchon;FR;Perpignan;FR;324,000;With mountain;Mountain;Marcel Buysse ;BEL;42,79079; 0,5931500;3035416;42,69764; 2,8954100;2987914;188,493974
1913_8;1913-07-13; 8;main;Perpignan;FR;Aix-en-Provence;FR;325,000;Plain;Flat;Gustave Garrigou ;FRA;42,69764; 2,8954100;2987914;43,52830; 5,4497300;3038354;227,225723
1913_9;1913-07-15; 9;main;Aix-en-Provence;FR;Nice;FR;356,000;With mountain;Mountain;Firmin Lambot ;BEL;43,52830; 5,4497300;3038354;43,70313; 7,2660800;2990440;147,670760
1913_10;1913-07-17;10;main;Nice;FR;Grenoble;FR;333,000;With mountain;Mountain;Francois Faber ;LUX;43,70313; 7,2660800;2990440;45,17155; 5,7223900;3014728;204,381262
1913_11;1913-07-19;11;main;Grenoble;FR;Geneva;FR;325,000;With mountain;Mountain;Marcel Buysse ;BEL;45,17155; 5,7223900;3014728;46,20222; 6,1456900;2660646;119,362020
1913_12;1913-07-21;12;main;Geneva;FR;Belfort;FR;335,000;With mountain;Mountain;Marcel Buysse ;BEL;46,20222; 6,1456900;2660646;47,63883; 6,8541900;3033791;168,749672
1913_13;1913-07-23;13;main;Belfort;FR;Longwy;FR;325,000;With mountain;Mountain;François Faber ;LUX;47,63883; 6,8541900;3033791;49,52170; 5,7619200;2997638;224,499493
1913_14;1913-07-25;14;main;Longwy;FR;Dunkerque;FR;393,000;Plain;Flat;Marcel Buysse ;BEL;49,52170; 5,7619200;2997638;51,03297; 2,3770000;3020686;293,705259
1913_15;1913-07-27;15;main;Dunkerque;FR;Paris;FR;340,000;Plain;Flat;Marcel Buysse ;BEL;51,03297; 2,3770000;3020686;48,85341; 2,3488000;2988507;242,635915
1914_1;1914-06-28; 1;main;Paris;FR;Le Havre;FR;388,000;Plain;Flat;Philippe Thys ;BEL;48,85341; 2,3488000;2988507;49,49380; 0,1076700;3003796;177,992469
1914_2;1914-06-30; 2;main;Le Havre;FR;Cherbourg;FR;364,000;Plain;Flat;Jean Rossius ;BEL;49,49380; 0,1076700;3003796;49,63984;-1,6163600;3025466;125,524894
1914_3;1914-07-02; 3;main;Cherbourg;FR;Brest;FR;405,000;Plain;Flat;Emile Engel ;FRA;49,63984;-1,6163600;3025466;48,39029;-4,4862800;3030300;251,473291
1914_4;1914-07-04; 4;main;Brest;FR;La Rochelle;FR;470,000;Plain;Flat;Oscar Egg ;SUI;48,39029;-4,4862800;3030300;46,16667;-1,1500000;3006787;353,148009
1914_5;1914-07-06; 5;main;La Rochelle;FR;Bayonne;FR;376,000;Plain;Flat;Oscar Egg ;SUI;46,16667;-1,1500000;3006787;43,48333;-1,4833300;3034475;299,864352
